winner,f1,f2,f4mw,f4e,f4s,f4w,EV,n
Gonzaga,Gonzaga,Villanova,Illinois,Alabama,Villanova,Gonzaga,-4.421052631578948,19.0
Baylor,Gonzaga,Baylor,Oklahoma State,Alabama,Baylor,Gonzaga,-4.544,25.0
Michigan,Michigan,Illinois,Illinois,Michigan,Ohio State,Gonzaga,-4.621052631578946,95.0
Michigan,Michigan,Illinois,Illinois,Michigan,Baylor,Virginia,-4.633333333333334,12.0
Ohio State,Gonzaga,Ohio State,West Virginia,Michigan,Ohio State,Gonzaga,-4.716666666666667,12.0
Michigan,Michigan,Illinois,Illinois,Michigan,Baylor,Iowa,-4.770833333333331,48.0
Kansas,Kansas,Ohio State,Illinois,Michigan,Ohio State,Kansas,-4.907692307692307,13.0
Gonzaga,Gonzaga,Baylor,West Virginia,Florida State,Baylor,Gonzaga,-4.9391304347826095,23.0
Michigan,Michigan,Ohio State,Illinois,Michigan,Ohio State,Gonzaga,-5.07037037037037,54.0
Michigan,Michigan,Illinois,Illinois,Michigan,Arkansas,Gonzaga,-5.371428571428571,14.0
Gonzaga,Gonzaga,Baylor,West Virginia,Texas,Baylor,Gonzaga,-5.413636363636363,44.0
Gonzaga,Gonzaga,Illinois,Illinois,Michigan,Villanova,Gonzaga,-5.727659574468085,47.0
Gonzaga,Gonzaga,West Virginia,West Virginia,Texas,Ohio State,Gonzaga,-5.766666666666667,12.0
Gonzaga,Gonzaga,Ohio State,West Virginia,Alabama,Ohio State,Gonzaga,-5.847619047619046,21.0
Texas,Texas,Baylor,Illinois,Texas,Baylor,Gonzaga,-5.864,25.0
Gonzaga,Gonzaga,Ohio State,Oklahoma State,Alabama,Ohio State,Gonzaga,-6.066666666666667,27.0
Gonzaga,Gonzaga,Illinois,Illinois,St. Bonaventure,Baylor,Gonzaga,-6.12,15.0
Michigan,Michigan,Illinois,Illinois,Michigan,Baylor,Gonzaga,-6.156923076923078,130.0
Gonzaga,Gonzaga,Baylor,West Virginia,Michigan,Baylor,Gonzaga,-6.4490196078431365,102.0
Michigan,Michigan,Illinois,Illinois,Michigan,Purdue,Gonzaga,-6.449999999999999,16.0
Michigan,Michigan,Baylor,Illinois,Michigan,Baylor,Virginia,-6.710000000000001,20.0
Gonzaga,Gonzaga,Illinois,Illinois,Texas,Arkansas,Gonzaga,-6.959999999999999,20.0
Baylor,Michigan,Baylor,Oklahoma State,Michigan,Baylor,Gonzaga,-7.342857142857142,14.0
Michigan,Michigan,Illinois,Illinois,Michigan,Ohio State,Iowa,-7.4625,32.0
Gonzaga,Gonzaga,Ohio State,Oklahoma State,Texas,Ohio State,Gonzaga,-7.528571428571429,14.0
Michigan,Michigan,Ohio State,Oklahoma State,Michigan,Ohio State,Gonzaga,-7.644444444444444,18.0
Gonzaga,Gonzaga,Baylor,Georgia Tech,Michigan,Baylor,Gonzaga,-7.672000000000001,25.0
Kansas,Kansas,Baylor,Illinois,Michigan,Baylor,Kansas,-7.789999999999997,20.0
Gonzaga,Gonzaga,Baylor,Illinois,Maryland,Baylor,Gonzaga,-7.8999999999999995,12.0
Gonzaga,Gonzaga,Illinois,Illinois,Michigan,Florida,Gonzaga,-8.092307692307692,13.0
Gonzaga,Gonzaga,Baylor,Oklahoma State,Florida State,Baylor,Gonzaga,-8.111111111111114,27.0
Gonzaga,Gonzaga,North Carolina,Illinois,Texas,North Carolina,Gonzaga,-8.29090909090909,11.0
Ohio State,Gonzaga,Ohio State,Oklahoma State,Michigan,Ohio State,Gonzaga,-8.30909090909091,22.0
Gonzaga,Gonzaga,Baylor,Oklahoma State,Alabama,Baylor,Gonzaga,-8.415686274509804,51.0
Gonzaga,Gonzaga,Baylor,Oklahoma State,Texas,Baylor,Gonzaga,-8.487719298245615,57.0
Michigan,Michigan,Illinois,Illinois,Michigan,Ohio State,Kansas,-8.784615384615385,13.0
Michigan,Michigan,Baylor,Houston,Michigan,Baylor,Gonzaga,-8.80377358490566,53.0
Gonzaga,Gonzaga,Ohio State,Oklahoma State,Michigan,Ohio State,Gonzaga,-8.945833333333335,48.0
Michigan,Michigan,Ohio State,Houston,Michigan,Ohio State,Gonzaga,-8.953846153846154,13.0
Gonzaga,Gonzaga,Illinois,Illinois,Alabama,North Carolina,Gonzaga,-9.0,17.0
North Carolina,Michigan,North Carolina,Illinois,Michigan,North Carolina,Gonzaga,-9.072727272727274,11.0
Gonzaga,Gonzaga,Villanova,Illinois,Texas,Villanova,Gonzaga,-9.088888888888889,18.0
Gonzaga,Gonzaga,Baylor,Oklahoma State,Michigan,Baylor,Gonzaga,-9.17064220183487,109.0
Michigan,Michigan,Baylor,Tennessee,Michigan,Baylor,Gonzaga,-9.23076923076923,13.0
Ohio State,Gonzaga,Ohio State,Oklahoma State,Alabama,Ohio State,Gonzaga,-9.563636363636363,11.0
Michigan,Michigan,Baylor,Illinois,Michigan,Baylor,Gonzaga,-9.756000000000002,150.0
Gonzaga,Gonzaga,North Carolina,Illinois,Michigan,North Carolina,Gonzaga,-9.911111111111111,18.0
Michigan,Michigan,Illinois,Illinois,Michigan,North Carolina,Gonzaga,-10.133333333333331,12.0
Texas,Texas,Baylor,Oklahoma State,Texas,Baylor,Gonzaga,-10.185714285714285,14.0
Gonzaga,Gonzaga,Ohio State,Oklahoma State,Florida State,Ohio State,Gonzaga,-10.22857142857143,14.0
Gonzaga,Gonzaga,Villanova,Illinois,Michigan,Villanova,Gonzaga,-10.453333333333335,30.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Alabama,Ohio State,Gonzaga,-10.695238095238096,21.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Michigan,Ohio State,Gonzaga,-10.823809523809524,42.0
Michigan,Michigan,Purdue,Illinois,Michigan,Purdue,Gonzaga,-10.92727272727273,11.0
Michigan,Michigan,Baylor,Oklahoma State,Michigan,Baylor,Iowa,-10.971428571428572,14.0
Michigan,Michigan,Baylor,Houston,Michigan,Baylor,Kansas,-11.120000000000001,15.0
Michigan,Michigan,Baylor,West Virginia,Michigan,Baylor,Gonzaga,-11.36410256410256,39.0
Michigan,Michigan,Baylor,Illinois,Michigan,Baylor,Kansas,-11.761538461538462,26.0
Illinois,Gonzaga,Illinois,Illinois,Michigan,Florida,Gonzaga,-12.10769230769231,13.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Texas,Ohio State,Gonzaga,-12.2,16.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Alabama,Baylor,Gonzaga,-12.227027027027027,37.0
Gonzaga,Gonzaga,Baylor,Illinois,Georgetown,Baylor,Gonzaga,-12.692307692307692,13.0
Gonzaga,Gonzaga,Villanova,Oklahoma State,Michigan,Villanova,Gonzaga,-13.300000000000002,12.0
Gonzaga,Gonzaga,Illinois,Illinois,Texas,North Carolina,Gonzaga,-13.316666666666665,12.0
Michigan,Michigan,Baylor,Oklahoma State,Michigan,Baylor,Gonzaga,-13.441176470588237,34.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Michigan,Baylor,Gonzaga,-13.546428571428573,56.0
Michigan,Michigan,Ohio State,Illinois,Michigan,Ohio State,Kansas,-13.670588235294119,17.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Florida State,Baylor,Gonzaga,-13.733333333333334,12.0
Gonzaga,Gonzaga,Illinois,Illinois,Georgetown,Baylor,Gonzaga,-13.933333333333335,15.0
Gonzaga,Gonzaga,Baylor,Clemson,Michigan,Baylor,Gonzaga,-14.33846153846154,13.0
Kansas,Kansas,Baylor,Illinois,Texas,Baylor,Kansas,-14.44,15.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Michigan,Purdue,Gonzaga,-14.454545454545455,11.0
Oklahoma State,Gonzaga,Oklahoma State,Oklahoma State,Michigan,Baylor,Gonzaga,-14.689655172413794,29.0
Gonzaga,Gonzaga,Baylor,Georgia Tech,Texas,Baylor,Gonzaga,-14.70909090909091,11.0
Michigan,Michigan,Oklahoma State,Oklahoma State,Michigan,Ohio State,Gonzaga,-14.781818181818181,11.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Texas,Baylor,Gonzaga,-15.018181818181818,22.0
Oklahoma State,Gonzaga,Oklahoma State,Oklahoma State,Michigan,Ohio State,Gonzaga,-15.152941176470586,17.0
Michigan,Michigan,Illinois,Illinois,Michigan,Villanova,Gonzaga,-15.290909090909095,11.0
Gonzaga,Gonzaga,Baylor,Drexel,Michigan,Baylor,Gonzaga,-15.876923076923077,13.0
Michigan,Michigan,Oklahoma State,Oklahoma State,Michigan,Baylor,Iowa,-16.400000000000002,12.0
Michigan,Michigan,Oklahoma State,Oklahoma State,Michigan,Baylor,Gonzaga,-16.526315789473685,19.0
Baylor,Gonzaga,Baylor,Drexel,Michigan,Baylor,Gonzaga,-17.533333333333335,12.0
