winner,f1,f2,f4mw,f4e,f4s,f4w,EV,n
Michigan,Michigan,Baylor,Oklahoma State,Michigan,Baylor,Iowa,-4.619285714285715,14.0
Michigan,Michigan,Houston,Houston,Michigan,Baylor,Iowa,-4.659285714285715,14.0
Michigan,Michigan,Ohio State,Illinois,Michigan,Ohio State,Iowa,-4.701388888888888,18.0
Gonzaga,Gonzaga,Purdue,Illinois,Alabama,Purdue,Gonzaga,-4.723076923076923,13.0
Michigan,Michigan,Houston,Houston,Michigan,Ohio State,Virginia,-4.75875,12.0
Ohio State,Gonzaga,Ohio State,Houston,Michigan,Ohio State,Gonzaga,-4.791607142857143,28.0
Michigan,Michigan,Baylor,Houston,Michigan,Baylor,Kansas,-4.836666666666667,15.0
Michigan,Michigan,Illinois,Illinois,Michigan,Baylor,Gonzaga,-4.96803846153846,130.0
Gonzaga,Gonzaga,Texas Tech,Illinois,Alabama,Texas Tech,Gonzaga,-4.995666666666667,15.0
Alabama,Alabama,Illinois,Illinois,Alabama,Ohio State,Gonzaga,-5.010185185185184,27.0
Michigan,Michigan,Illinois,Illinois,Michigan,Ohio State,Gonzaga,-5.102736842105267,95.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Alabama,Baylor,Gonzaga,-5.12891891891892,37.0
Alabama,Alabama,Illinois,Illinois,Alabama,Ohio State,Iowa,-5.143000000000001,15.0
Alabama,Alabama,Baylor,Houston,Alabama,Baylor,Gonzaga,-5.169782608695653,23.0
Gonzaga,Gonzaga,Baylor,Drexel,Michigan,Baylor,Gonzaga,-5.198076923076924,13.0
Alabama,Alabama,Ohio State,Illinois,Alabama,Ohio State,Gonzaga,-5.228181818181818,22.0
Michigan,Michigan,Ohio State,Illinois,Michigan,Ohio State,Gonzaga,-5.357222222222223,54.0
Michigan,Michigan,Illinois,Illinois,Michigan,Villanova,Gonzaga,-5.36090909090909,11.0
Ohio State,Michigan,Ohio State,Illinois,Michigan,Ohio State,Gonzaga,-5.658589743589743,39.0
Michigan,Michigan,Ohio State,Illinois,Michigan,Ohio State,Kansas,-5.800882352941177,17.0
Ohio State,Gonzaga,Ohio State,Illinois,Alabama,Ohio State,Gonzaga,-5.987702702702703,37.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Michigan,Ohio State,Gonzaga,-6.1327380952380945,42.0
Alabama,Alabama,Baylor,Illinois,Alabama,Baylor,Kansas,-6.196923076923077,13.0
Michigan,Michigan,Baylor,Illinois,Michigan,Baylor,Virginia,-6.29675,20.0
Alabama,Alabama,Illinois,Illinois,Alabama,Baylor,Gonzaga,-6.304594594594594,37.0
Michigan,Michigan,Illinois,Illinois,Michigan,Arkansas,Gonzaga,-6.461071428571428,14.0
Michigan,Michigan,Illinois,Illinois,Michigan,Purdue,Gonzaga,-6.5034375,16.0
Ohio State,Gonzaga,Ohio State,Illinois,Florida State,Ohio State,Gonzaga,-6.620416666666666,24.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Michigan,Baylor,Gonzaga,-6.661517857142857,56.0
Texas,Texas,Baylor,Illinois,Texas,Baylor,Iowa,-6.775454545454545,11.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Texas,Ohio State,Gonzaga,-6.850625,16.0
Michigan,Michigan,Illinois,Illinois,Michigan,Baylor,Virginia,-6.866666666666666,12.0
Ohio State,Gonzaga,Ohio State,Illinois,Michigan,Ohio State,Gonzaga,-6.956940298507464,67.0
Ohio State,Gonzaga,Ohio State,Oklahoma State,Alabama,Ohio State,Gonzaga,-7.3,11.0
Michigan,Michigan,Baylor,West Virginia,Michigan,Baylor,Gonzaga,-7.34397435897436,39.0
Michigan,Michigan,Ohio State,Oklahoma State,Michigan,Ohio State,Gonzaga,-7.35861111111111,18.0
Ohio State,Texas,Ohio State,Illinois,Texas,Ohio State,Gonzaga,-7.406363636363636,11.0
Michigan,Michigan,Illinois,Illinois,Michigan,Ohio State,Kansas,-7.493076923076924,13.0
Ohio State,Gonzaga,Ohio State,Illinois,Texas,Ohio State,Gonzaga,-7.500192307692308,26.0
Michigan,Michigan,Baylor,Illinois,Michigan,Baylor,Kansas,-7.501538461538463,26.0
Michigan,Michigan,West Virginia,West Virginia,Michigan,Ohio State,Gonzaga,-7.5746875000000005,16.0
Michigan,Michigan,Ohio State,Houston,Michigan,Ohio State,Gonzaga,-7.765769230769232,13.0
Michigan,Michigan,Illinois,Illinois,Michigan,North Carolina,Gonzaga,-7.820833333333334,12.0
Gonzaga,Gonzaga,Loyola (IL),Loyola (IL),Michigan,Baylor,Gonzaga,-7.820909090909091,11.0
Gonzaga,Gonzaga,Villanova,Illinois,Michigan,Villanova,Gonzaga,-7.925666666666666,30.0
Michigan,Michigan,Baylor,Oklahoma State,Michigan,Baylor,Gonzaga,-8.036029411764705,34.0
Michigan,Michigan,Baylor,Tennessee,Michigan,Baylor,Gonzaga,-8.191538461538464,13.0
Ohio State,Gonzaga,Ohio State,West Virginia,Michigan,Ohio State,Gonzaga,-8.367916666666666,12.0
Michigan,Michigan,Oklahoma State,Oklahoma State,Michigan,Ohio State,Gonzaga,-8.436363636363636,11.0
Michigan,Michigan,Purdue,Illinois,Michigan,Purdue,Gonzaga,-8.578181818181818,11.0
Michigan,Michigan,West Virginia,West Virginia,Michigan,Baylor,Gonzaga,-8.707500000000001,14.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Michigan,Purdue,Gonzaga,-8.72,11.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Florida State,Baylor,Gonzaga,-8.933750000000002,12.0
Ohio State,Gonzaga,Ohio State,Oklahoma State,Michigan,Ohio State,Gonzaga,-8.939545454545453,22.0
Gonzaga,Gonzaga,North Carolina,Illinois,Michigan,North Carolina,Gonzaga,-9.363333333333335,18.0
Gonzaga,Gonzaga,Villanova,Illinois,Texas,Villanova,Gonzaga,-9.534722222222221,18.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Texas,Baylor,Gonzaga,-9.87590909090909,22.0
Gonzaga,Gonzaga,Villanova,Oklahoma State,Michigan,Villanova,Gonzaga,-10.464583333333334,12.0
Michigan,Michigan,Oklahoma State,Oklahoma State,Michigan,Baylor,Iowa,-10.578750000000001,12.0
Florida State,Florida State,Baylor,Illinois,Florida State,Baylor,Iowa,-10.614166666666668,12.0
Virginia,Virginia,Illinois,Illinois,Michigan,Baylor,Virginia,-10.753823529411765,17.0
Virginia,Virginia,Baylor,Illinois,Michigan,Baylor,Virginia,-10.887291666666664,24.0
Michigan,Michigan,Oklahoma State,Oklahoma State,Michigan,Baylor,Gonzaga,-10.945526315789476,19.0
Virginia,Virginia,Illinois,Illinois,Alabama,Baylor,Virginia,-10.966666666666667,12.0
Florida State,Florida State,Baylor,Illinois,Florida State,Baylor,Gonzaga,-11.191739130434783,23.0
Kansas,Kansas,Ohio State,Illinois,Michigan,Ohio State,Kansas,-11.27423076923077,13.0
Kansas,Kansas,Illinois,Illinois,Michigan,Baylor,Kansas,-11.6304,25.0
Kansas,Kansas,Baylor,Illinois,Michigan,Baylor,Kansas,-11.636999999999999,20.0
Florida State,Florida State,Illinois,Illinois,Florida State,Baylor,Gonzaga,-11.734285714285715,14.0
Texas,Texas,Ohio State,Illinois,Texas,Ohio State,Gonzaga,-11.932500000000003,12.0
Kansas,Kansas,Baylor,Illinois,Alabama,Baylor,Kansas,-12.02142857142857,14.0
Gonzaga,Gonzaga,North Carolina,Illinois,Texas,North Carolina,Gonzaga,-12.044545454545455,11.0
Texas,Texas,Illinois,Illinois,Texas,Baylor,Gonzaga,-12.045555555555556,27.0
Kansas,Kansas,Baylor,Illinois,Texas,Baylor,Kansas,-13.166666666666668,15.0
Texas,Texas,Baylor,Illinois,Texas,Baylor,Gonzaga,-13.2294,25.0
Texas,Texas,Baylor,Oklahoma State,Texas,Baylor,Gonzaga,-13.46642857142857,14.0
West Virginia,Gonzaga,West Virginia,West Virginia,Michigan,Ohio State,Gonzaga,-14.55388888888889,18.0
West Virginia,Gonzaga,West Virginia,West Virginia,Michigan,Baylor,Gonzaga,-14.801904761904764,21.0
North Carolina,Michigan,North Carolina,Illinois,Michigan,North Carolina,Gonzaga,-15.433181818181817,11.0
Arkansas,Gonzaga,Arkansas,Illinois,Michigan,Arkansas,Gonzaga,-16.089583333333334,12.0
Oklahoma State,Gonzaga,Oklahoma State,Oklahoma State,Michigan,Ohio State,Gonzaga,-16.60470588235294,17.0
Oklahoma State,Gonzaga,Oklahoma State,Oklahoma State,Michigan,Baylor,Gonzaga,-16.9701724137931,29.0
