winner,f1,f2,f4mw,f4e,f4s,f4w,EV,n
Illinois,Alabama,Illinois,Illinois,Alabama,Purdue,Gonzaga,-16.263636363636365,11.0
Illinois,Gonzaga,Illinois,Illinois,Connecticut,Ohio State,Gonzaga,-16.27111111111111,9.0
Baylor,Michigan,Baylor,Houston,Michigan,Baylor,Gonzaga,-16.286486486486485,37.0
Iowa,Iowa,Ohio State,Oklahoma State,Michigan,Ohio State,Iowa,-16.296666666666667,6.0
Gonzaga,Gonzaga,Texas Tech,Illinois,Michigan,Texas Tech,Gonzaga,-16.308888888888887,9.0
Illinois,Gonzaga,Illinois,Illinois,Florida State,Baylor,Gonzaga,-16.308947368421055,76.0
Gonzaga,Gonzaga,Houston,Houston,Michigan,Ohio State,Gonzaga,-16.31855072463768,69.0
Gonzaga,Gonzaga,Illinois,Illinois,Alabama,Wisconsin,Gonzaga,-16.333333333333332,6.0
Illinois,Kansas,Illinois,Illinois,Michigan,Baylor,Kansas,-16.33578947368421,19.0
Baylor,Gonzaga,Baylor,Illinois,Florida State,Baylor,Gonzaga,-16.34,43.0
Ohio State,Michigan,Ohio State,Houston,Michigan,Ohio State,Iowa,-16.3425,8.0
Baylor,Iowa,Baylor,West Virginia,Michigan,Baylor,Iowa,-16.348888888888887,9.0
Gonzaga,Gonzaga,Houston,Houston,Alabama,Arkansas,Gonzaga,-16.35272727272727,11.0
Iowa,Iowa,Illinois,Illinois,Florida State,Baylor,Iowa,-16.357777777777777,9.0
Iowa,Iowa,Ohio State,Illinois,Michigan,Ohio State,Iowa,-16.363478260869567,23.0
Baylor,Michigan,Baylor,Houston,Michigan,Baylor,Iowa,-16.391666666666666,12.0
Gonzaga,Gonzaga,Texas Tech,Houston,Michigan,Texas Tech,Gonzaga,-16.41,8.0
Gonzaga,Gonzaga,Houston,Houston,Florida State,Ohio State,Gonzaga,-16.415384615384617,13.0
Gonzaga,Gonzaga,Houston,Houston,Alabama,Baylor,Gonzaga,-16.4375,72.0
Illinois,Gonzaga,Illinois,Illinois,Florida State,Ohio State,Gonzaga,-16.44,38.0
Baylor,Michigan,Baylor,Houston,Michigan,Baylor,Virginia,-16.445714285714285,7.0
Baylor,Gonzaga,Baylor,Houston,Texas,Baylor,Gonzaga,-16.456666666666667,30.0
Baylor,Iowa,Baylor,Illinois,Florida State,Baylor,Iowa,-16.471999999999998,15.0
Iowa,Iowa,Houston,Houston,Michigan,Ohio State,Iowa,-16.490588235294116,17.0
Iowa,Iowa,Baylor,Illinois,Michigan,Baylor,Iowa,-16.4976,50.0
Gonzaga,Gonzaga,Houston,Houston,Florida State,Baylor,Gonzaga,-16.504374999999996,32.0
Ohio State,Alabama,Ohio State,Houston,Alabama,Ohio State,Gonzaga,-16.544,10.0
Iowa,Iowa,Illinois,Illinois,Alabama,Baylor,Iowa,-16.573124999999997,32.0
Gonzaga,Gonzaga,Illinois,Illinois,Alabama,Purdue,Gonzaga,-16.573333333333338,30.0
Ohio State,Iowa,Ohio State,Houston,Alabama,Ohio State,Iowa,-16.576666666666668,6.0
Illinois,Gonzaga,Illinois,Illinois,Alabama,Baylor,Gonzaga,-16.58656934306569,137.0
Gonzaga,Gonzaga,Houston,Houston,Texas,Ohio State,Gonzaga,-16.587999999999997,35.0
Gonzaga,Gonzaga,Texas Tech,Houston,Alabama,Texas Tech,Gonzaga,-16.603333333333335,6.0
Iowa,Iowa,Illinois,Illinois,Michigan,Purdue,Iowa,-16.605714285714285,7.0
Iowa,Iowa,Illinois,Illinois,Michigan,Ohio State,Iowa,-16.62193548387097,31.0
Iowa,Iowa,Illinois,Illinois,Michigan,Baylor,Iowa,-16.623478260869568,46.0
Illinois,Virginia,Illinois,Illinois,Michigan,Baylor,Virginia,-16.627999999999997,20.0
Baylor,Gonzaga,Baylor,Houston,Michigan,Baylor,Gonzaga,-16.62882352941177,68.0
Illinois,Virginia,Illinois,Illinois,Texas,Ohio State,Virginia,-16.633333333333333,6.0
Baylor,Gonzaga,Baylor,West Virginia,Alabama,Baylor,Gonzaga,-16.665625,32.0
Gonzaga,Gonzaga,Arkansas,Houston,Michigan,Arkansas,Gonzaga,-16.701666666666664,12.0
Alabama,Alabama,Baylor,Illinois,Alabama,Baylor,Iowa,-16.703157894736847,19.0
Iowa,Iowa,Baylor,Houston,Alabama,Baylor,Iowa,-16.70909090909091,11.0
Iowa,Iowa,Illinois,Illinois,Texas,Ohio State,Iowa,-16.714285714285715,7.0
Alabama,Alabama,Ohio State,Illinois,Alabama,Ohio State,Gonzaga,-16.727272727272727,22.0
Illinois,Iowa,Illinois,Illinois,Texas,Baylor,Iowa,-16.72869565217391,23.0
Baylor,Connecticut,Baylor,Illinois,Connecticut,Baylor,Gonzaga,-16.73,6.0
Gonzaga,Gonzaga,Texas Tech,Illinois,Texas,Texas Tech,Gonzaga,-16.73,8.0
Iowa,Iowa,Ohio State,Illinois,Texas,Ohio State,Iowa,-16.73,10.0
Gonzaga,Gonzaga,Purdue,Illinois,Florida State,Purdue,Gonzaga,-16.740000000000002,7.0
Baylor,Gonzaga,Baylor,Illinois,Michigan,Baylor,Gonzaga,-16.770272727272733,220.0
Illinois,Gonzaga,Illinois,Illinois,Alabama,Texas Tech,Gonzaga,-16.783076923076923,13.0
Gonzaga,Gonzaga,Illinois,Illinois,Colorado,Ohio State,Gonzaga,-16.786000000000005,10.0
Baylor,Gonzaga,Baylor,Tennessee,Alabama,Baylor,Gonzaga,-16.78875,16.0
Ohio State,Iowa,Ohio State,Illinois,Texas,Ohio State,Iowa,-16.804,10.0
Ohio State,Gonzaga,Ohio State,Houston,Texas,Ohio State,Gonzaga,-16.804444444444446,9.0
Gonzaga,Gonzaga,Houston,Houston,Texas,Arkansas,Gonzaga,-16.825454545454544,11.0
Baylor,Texas,Baylor,Illinois,Texas,Baylor,Gonzaga,-16.83076923076923,26.0
Baylor,Michigan,Baylor,Illinois,Michigan,Baylor,Gonzaga,-16.839818181818178,110.0
Baylor,Michigan,Baylor,Illinois,Michigan,Baylor,Virginia,-16.84,9.0
Illinois,Gonzaga,Illinois,Illinois,Michigan,Wisconsin,Gonzaga,-16.84,13.0
Florida State,Florida State,Illinois,Illinois,Florida State,Baylor,Iowa,-16.84857142857143,7.0
Illinois,Kansas,Illinois,Illinois,Texas,Baylor,Kansas,-16.84888888888889,9.0
Gonzaga,Gonzaga,Texas Tech,West Virginia,Michigan,Texas Tech,Gonzaga,-16.851111111111113,9.0
Ohio State,Alabama,Ohio State,Illinois,Alabama,Ohio State,Gonzaga,-16.862857142857145,21.0
Baylor,Michigan,Baylor,Illinois,Michigan,Baylor,Iowa,-16.868717948717947,39.0
Gonzaga,Gonzaga,Purdue,Oklahoma State,Alabama,Purdue,Gonzaga,-16.87333333333333,6.0
Illinois,Texas,Illinois,Illinois,Texas,Baylor,Iowa,-16.88666666666667,9.0
Gonzaga,Gonzaga,Illinois,Illinois,Michigan,Texas Tech,Gonzaga,-16.89588235294118,34.0
Illinois,Michigan,Illinois,Illinois,Michigan,Baylor,Iowa,-16.89666666666667,48.0
Gonzaga,Gonzaga,Purdue,Houston,Michigan,Purdue,Gonzaga,-16.90285714285714,7.0
Illinois,Texas,Illinois,Illinois,Texas,Ohio State,Gonzaga,-16.926399999999997,25.0
Illinois,Gonzaga,Illinois,Illinois,Brigham Young,Baylor,Gonzaga,-16.927058823529407,17.0
Illinois,Gonzaga,Illinois,Illinois,Florida State,Purdue,Gonzaga,-16.928333333333335,12.0
Iowa,Iowa,Illinois,Illinois,Texas,Baylor,Iowa,-16.92848484848485,33.0
Ohio State,Gonzaga,Ohio State,Illinois,Florida State,Ohio State,Gonzaga,-16.929166666666667,24.0
Baylor,Texas,Baylor,Illinois,Texas,Baylor,Kansas,-16.931428571428572,7.0
Ohio State,Iowa,Ohio State,Houston,Michigan,Ohio State,Iowa,-16.942857142857143,7.0
Gonzaga,Gonzaga,Purdue,West Virginia,Michigan,Purdue,Gonzaga,-16.945,8.0
Gonzaga,Gonzaga,Houston,Houston,Texas,Baylor,Gonzaga,-16.946000000000005,40.0
Gonzaga,Gonzaga,Baylor,Houston,Louisiana State,Baylor,Gonzaga,-16.94666666666667,9.0
Illinois,Iowa,Illinois,Illinois,Michigan,Arkansas,Iowa,-16.95,14.0
Illinois,Gonzaga,Illinois,Illinois,Connecticut,Baylor,Gonzaga,-16.956,15.0
Illinois,Iowa,Illinois,Illinois,Texas,Ohio State,Iowa,-16.956470588235298,17.0
Michigan,Michigan,Houston,Houston,Michigan,Baylor,Kansas,-16.956666666666667,6.0
Illinois,Kansas,Illinois,Illinois,Alabama,Ohio State,Kansas,-16.9625,8.0
Gonzaga,Gonzaga,Texas Tech,Tennessee,Michigan,Texas Tech,Gonzaga,-16.963333333333335,6.0
Alabama,Alabama,Illinois,Illinois,Alabama,Arkansas,Gonzaga,-16.96857142857143,7.0
Alabama,Alabama,Baylor,West Virginia,Alabama,Baylor,Iowa,-16.97714285714286,7.0
Illinois,Iowa,Illinois,Illinois,Alabama,Ohio State,Iowa,-16.97727272727273,22.0
Purdue,Michigan,Purdue,Illinois,Michigan,Purdue,Gonzaga,-16.9925,8.0
Illinois,Florida State,Illinois,Illinois,Florida State,Purdue,Gonzaga,-16.997142857142855,7.0
Iowa,Iowa,Baylor,West Virginia,Texas,Baylor,Iowa,-17.004,10.0
Iowa,Iowa,Baylor,Illinois,Florida State,Baylor,Iowa,-17.008,15.0
Ohio State,Gonzaga,Ohio State,Illinois,Alabama,Ohio State,Gonzaga,-17.027567567567566,37.0
Gonzaga,Gonzaga,Tennessee,Tennessee,Michigan,Baylor,Gonzaga,-17.0352380952381,21.0
Alabama,Alabama,Baylor,Illinois,Alabama,Baylor,Gonzaga,-17.038823529411772,68.0
Michigan,Michigan,Houston,Houston,Michigan,Ohio State,Iowa,-17.04142857142857,14.0
Houston,Iowa,Houston,Houston,Michigan,Villanova,Iowa,-17.05,6.0
Wisconsin,Gonzaga,Wisconsin,Illinois,Michigan,Wisconsin,Gonzaga,-17.054285714285715,7.0
Gonzaga,Gonzaga,Baylor,Illinois,Colorado,Baylor,Gonzaga,-17.06117647058824,17.0
Iowa,Iowa,Baylor,Illinois,Texas,Baylor,Iowa,-17.064615384615387,13.0
Baylor,Michigan,Baylor,Illinois,Michigan,Baylor,Kansas,-17.06642857142857,28.0
Gonzaga,Gonzaga,Baylor,Houston,Alabama,Baylor,Gonzaga,-17.07816666666667,120.0
Illinois,Texas,Illinois,Illinois,Texas,Baylor,Gonzaga,-17.079444444444448,36.0
Virginia,Virginia,Baylor,Oklahoma State,Michigan,Baylor,Virginia,-17.10333333333333,6.0
Illinois,Michigan,Illinois,Illinois,Michigan,Baylor,Gonzaga,-17.151076923076918,130.0
Ohio State,Iowa,Ohio State,Illinois,Alabama,Ohio State,Iowa,-17.155714285714286,14.0
Gonzaga,Gonzaga,Houston,Houston,Alabama,Texas Tech,Gonzaga,-17.16153846153846,13.0
Illinois,Michigan,Illinois,Illinois,Michigan,Ohio State,Virginia,-17.163999999999994,10.0
Gonzaga,Gonzaga,Baylor,San Diego State,Alabama,Baylor,Gonzaga,-17.165714285714284,7.0
Illinois,Gonzaga,Illinois,Illinois,Michigan,Baylor,Gonzaga,-17.16887966804979,241.0
Alabama,Alabama,Illinois,Illinois,Alabama,Baylor,Gonzaga,-17.16918918918919,37.0
Illinois,Gonzaga,Illinois,Illinois,Alabama,Ohio State,Gonzaga,-17.170499999999997,80.0
Gonzaga,Gonzaga,Illinois,Illinois,Michigan,Wisconsin,Gonzaga,-17.17142857142857,14.0
Virginia,Virginia,Illinois,Illinois,Alabama,Ohio State,Virginia,-17.1875,8.0
Ohio State,Kansas,Ohio State,Illinois,Michigan,Ohio State,Kansas,-17.192,10.0
Baylor,Gonzaga,Baylor,Illinois,Louisiana State,Baylor,Gonzaga,-17.19384615384615,13.0
Gonzaga,Gonzaga,Purdue,Illinois,Texas,Purdue,Gonzaga,-17.2,7.0
Illinois,Texas,Illinois,Illinois,Texas,Baylor,Kansas,-17.2025,8.0
Alabama,Alabama,Illinois,Illinois,Alabama,Baylor,Iowa,-17.20285714285714,14.0
Iowa,Iowa,Illinois,Illinois,Alabama,Ohio State,Iowa,-17.203999999999997,20.0
Illinois,Alabama,Illinois,Illinois,Alabama,Arkansas,Gonzaga,-17.204444444444444,9.0
Gonzaga,Gonzaga,Houston,Houston,Michigan,Purdue,Gonzaga,-17.206666666666663,15.0
Baylor,Florida State,Baylor,Houston,Florida State,Baylor,Gonzaga,-17.208571428571428,7.0
Louisiana State,Louisiana State,Baylor,Illinois,Louisiana State,Baylor,Gonzaga,-17.208571428571428,7.0
Alabama,Alabama,Ohio State,Illinois,Alabama,Ohio State,Iowa,-17.21,6.0
Iowa,Iowa,Baylor,Houston,Michigan,Baylor,Iowa,-17.2104347826087,23.0
Illinois,Michigan,Illinois,Illinois,Michigan,Ohio State,Iowa,-17.221290322580646,31.0
Gonzaga,Gonzaga,Ohio State,Houston,Alabama,Ohio State,Gonzaga,-17.23318181818182,44.0
Gonzaga,Gonzaga,San Diego State,San Diego State,Michigan,Baylor,Gonzaga,-17.234285714285715,7.0
Illinois,Kansas,Illinois,Illinois,Michigan,Ohio State,Kansas,-17.236842105263158,19.0
Gonzaga,Gonzaga,Baylor,Houston,Florida State,Baylor,Gonzaga,-17.237307692307695,52.0
Baylor,Texas,Baylor,Illinois,Texas,Baylor,Iowa,-17.23777777777778,9.0
Gonzaga,Gonzaga,Tennessee,Tennessee,Michigan,Ohio State,Gonzaga,-17.238666666666667,15.0
Iowa,Iowa,Baylor,West Virginia,Florida State,Baylor,Iowa,-17.24,6.0
Illinois,Texas,Illinois,Illinois,Texas,Ohio State,Kansas,-17.246666666666666,6.0
Illinois,Michigan,Illinois,Illinois,Michigan,Ohio State,Kansas,-17.248,10.0
Gonzaga,Gonzaga,Ohio State,Houston,Michigan,Ohio State,Gonzaga,-17.254117647058827,68.0
Baylor,Gonzaga,Baylor,Illinois,Texas,Baylor,Gonzaga,-17.25905882352941,85.0
Ohio State,Gonzaga,Ohio State,Houston,Michigan,Ohio State,Gonzaga,-17.259285714285717,28.0
Gonzaga,Gonzaga,Arkansas,Houston,Alabama,Arkansas,Gonzaga,-17.262857142857143,7.0
Gonzaga,Gonzaga,Illinois,Illinois,Brigham Young,Ohio State,Gonzaga,-17.26833333333333,12.0
Florida State,Florida State,Illinois,Illinois,Florida State,Baylor,Gonzaga,-17.287142857142857,14.0
Iowa,Iowa,Illinois,Illinois,Michigan,Villanova,Iowa,-17.2975,8.0
Illinois,Gonzaga,Illinois,Illinois,Alabama,Purdue,Gonzaga,-17.303076923076922,13.0
Gonzaga,Gonzaga,Arkansas,Illinois,Michigan,Arkansas,Gonzaga,-17.305,28.0
Illinois,Gonzaga,Illinois,Illinois,Alabama,Arkansas,Gonzaga,-17.31161290322581,31.0
Baylor,Gonzaga,Baylor,Illinois,Connecticut,Baylor,Gonzaga,-17.316470588235298,17.0
Arkansas,Gonzaga,Arkansas,Illinois,Michigan,Arkansas,Gonzaga,-17.323333333333334,12.0
Alabama,Alabama,Illinois,Illinois,Alabama,Ohio State,Gonzaga,-17.327407407407406,27.0
Iowa,Iowa,Baylor,Houston,Texas,Baylor,Iowa,-17.3275,8.0
Baylor,Michigan,Baylor,West Virginia,Michigan,Baylor,Iowa,-17.34,6.0
Alabama,Alabama,Illinois,Illinois,Alabama,Baylor,Virginia,-17.34222222222222,9.0
Iowa,Iowa,Purdue,Illinois,Michigan,Purdue,Iowa,-17.346666666666668,6.0
Illinois,Gonzaga,Illinois,Illinois,Maryland,Baylor,Gonzaga,-17.36,8.0
Illinois,Gonzaga,Illinois,Illinois,Michigan,Ohio State,Gonzaga,-17.361595092024558,163.0
Baylor,Texas,Baylor,Houston,Texas,Baylor,Gonzaga,-17.364285714285714,14.0
Illinois,Michigan,Illinois,Illinois,Michigan,Ohio State,Gonzaga,-17.367088607594937,79.0
Baylor,Kansas,Baylor,Illinois,Texas,Baylor,Kansas,-17.37076923076923,13.0
Gonzaga,Gonzaga,Illinois,Illinois,Colorado,Baylor,Gonzaga,-17.375294117647055,17.0
Arkansas,Gonzaga,Arkansas,Houston,Michigan,Arkansas,Gonzaga,-17.37666666666667,6.0
Illinois,Creighton,Illinois,Illinois,Michigan,Baylor,Creighton,-17.38,7.0
Iowa,Iowa,Illinois,Illinois,Louisiana State,Baylor,Iowa,-17.38,9.0
Gonzaga,Gonzaga,Illinois,Illinois,Alabama,Texas Tech,Gonzaga,-17.396666666666665,18.0
Gonzaga,Gonzaga,West Virginia,West Virginia,Michigan,Arkansas,Gonzaga,-17.398000000000003,10.0
Illinois,Gonzaga,Illinois,Illinois,Louisiana State,Baylor,Gonzaga,-17.402,20.0
Illinois,Michigan,Illinois,Illinois,Michigan,Arkansas,Gonzaga,-17.40444444444444,18.0
Alabama,Alabama,Baylor,Houston,Alabama,Baylor,Gonzaga,-17.40695652173913,23.0
Gonzaga,Gonzaga,Illinois,Illinois,Louisiana State,Ohio State,Gonzaga,-17.4125,16.0
Illinois,Iowa,Illinois,Illinois,Michigan,Purdue,Iowa,-17.413846153846155,13.0
Kansas,Kansas,Illinois,Illinois,Alabama,Baylor,Kansas,-17.416666666666668,6.0
Gonzaga,Gonzaga,Houston,Houston,Texas,Villanova,Gonzaga,-17.417142857142856,7.0
Gonzaga,Gonzaga,Houston,Houston,Michigan,Villanova,Gonzaga,-17.428571428571427,14.0
Gonzaga,Gonzaga,Houston,Houston,Michigan,Texas Tech,Gonzaga,-17.43692307692308,13.0
Gonzaga,Gonzaga,Arkansas,Houston,Florida State,Arkansas,Gonzaga,-17.451428571428572,7.0
Virginia,Virginia,Illinois,Illinois,Michigan,Baylor,Virginia,-17.45411764705882,17.0
Gonzaga,Gonzaga,Ohio State,Tennessee,Michigan,Ohio State,Gonzaga,-17.459047619047617,21.0
Illinois,Texas,Illinois,Illinois,Texas,Ohio State,Iowa,-17.46,7.0
Ohio State,Iowa,Ohio State,Illinois,Michigan,Ohio State,Iowa,-17.461739130434783,23.0
Gonzaga,Gonzaga,Baylor,Houston,Connecticut,Baylor,Gonzaga,-17.462857142857143,7.0
Illinois,Gonzaga,Illinois,Illinois,Florida State,Villanova,Gonzaga,-17.465714285714284,7.0
Ohio State,Virginia,Ohio State,Illinois,Alabama,Ohio State,Virginia,-17.46857142857143,7.0
Alabama,Alabama,Baylor,Tennessee,Alabama,Baylor,Gonzaga,-17.470000000000002,6.0
Gonzaga,Gonzaga,West Virginia,West Virginia,Alabama,Baylor,Gonzaga,-17.47533333333333,30.0
Baylor,Gonzaga,Baylor,Illinois,St. Bonaventure,Baylor,Gonzaga,-17.476666666666667,6.0
Virginia,Virginia,Baylor,Illinois,Michigan,Baylor,Virginia,-17.477499999999996,24.0
Illinois,Michigan,Illinois,Illinois,Michigan,Purdue,Gonzaga,-17.482666666666663,15.0
Illinois,Michigan,Illinois,Illinois,Michigan,Baylor,Creighton,-17.485,8.0
Gonzaga,Gonzaga,Illinois,Illinois,Alabama,Baylor,Gonzaga,-17.50459016393441,244.0
Tennessee,Gonzaga,Tennessee,Tennessee,Michigan,Ohio State,Gonzaga,-17.505714285714284,7.0
Gonzaga,Gonzaga,Ohio State,Illinois,Colorado,Ohio State,Gonzaga,-17.515555555555554,9.0
Ohio State,Michigan,Ohio State,Illinois,Michigan,Ohio State,Iowa,-17.52,15.0
Gonzaga,Gonzaga,Purdue,Illinois,Alabama,Purdue,Gonzaga,-17.521538461538462,13.0
Illinois,Iowa,Illinois,Illinois,Alabama,Arkansas,Iowa,-17.52333333333333,6.0
Illinois,Michigan,Illinois,Illinois,Michigan,Texas Tech,Gonzaga,-17.53142857142857,7.0
Gonzaga,Gonzaga,Illinois,Illinois,Connecticut,Ohio State,Gonzaga,-17.543333333333333,6.0
