pool_id,bracket_id,Win Frequency,Cash Frequency,EV,1sigma,f4w,f4e,f4mw,f4s,f1,f2,winner
0,4,0.12,0.46,32.0,49.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
0,7,0.1,0.4,27.0,46.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
0,18,0.11,0.33,25.0,47.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Baylor
0,12,0.07,0.31,20.0,41.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
0,5,0.08,0.21,17.0,42.0,Iowa,Texas,Houston,Baylor,Iowa,Baylor,Iowa
0,8,0.06,0.24,16.0,37.0,Gonzaga,Michigan,West Virginia,Ohio State,Gonzaga,West Virginia,Gonzaga
0,3,0.05,0.24,15.0,36.0,Gonzaga,Florida State,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
0,10,0.04,0.19,12.0,31.0,Gonzaga,Michigan,Houston,Baylor,Gonzaga,Baylor,Gonzaga
0,14,0.04,0.18,12.0,33.0,Gonzaga,Florida State,Houston,Baylor,Florida State,Baylor,Baylor
0,20,0.04,0.15,11.0,33.0,Gonzaga,Alabama,Illinois,Hartford,Alabama,Illinois,Illinois
0,0,0.04,0.17,11.0,33.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Illinois,Illinois
0,22,0.02,0.19,10.0,28.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
0,24,0.03,0.13,8.0,28.0,Gonzaga,Michigan,Houston,Baylor,Michigan,Baylor,Michigan
0,1,0.03,0.08,7.0,28.0,Iowa,Alabama,Oklahoma State,Ohio State,Alabama,Ohio State,Ohio State
0,17,0.02,0.1,7.0,25.0,Kansas,Connecticut,Illinois,Baylor,Kansas,Illinois,Illinois
0,6,0.02,0.09,6.0,26.0,Oklahoma,Michigan,Illinois,Texas Tech,Michigan,Illinois,Illinois
0,11,0.02,0.08,5.0,21.0,Iowa,Maryland,Illinois,Baylor,Iowa,Baylor,Iowa
0,15,0.02,0.07,5.0,22.0,Iowa,Texas,Oklahoma State,Baylor,Iowa,Baylor,Iowa
0,16,0.02,0.07,5.0,22.0,Gonzaga,Louisiana State,Illinois,Villanova,Gonzaga,Villanova,Gonzaga
0,21,0.02,0.06,5.0,23.0,Virginia,Alabama,San Diego State,Baylor,Virginia,San Diego State,Virginia
0,13,0.02,0.07,4.0,21.0,Kansas,Michigan,Illinois,Florida,Michigan,Illinois,Michigan
0,19,0.01,0.06,4.0,18.0,Gonzaga,Connecticut,Houston,Baylor,Gonzaga,Houston,Gonzaga
0,9,0.01,0.06,3.0,18.0,Creighton,Georgetown,Illinois,Baylor,Georgetown,Illinois,Georgetown
0,23,0.01,0.04,3.0,18.0,Iowa,Michigan,Oklahoma State,Texas Tech,Iowa,Oklahoma State,Oklahoma State
0,2,0.01,0.02,2.0,13.0,Gonzaga,Alabama,Oklahoma State,Hartford,Gonzaga,Oklahoma State,Oklahoma State
1,9,0.21,0.61,48.0,57.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
1,1,0.08,0.38,25.0,44.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
1,12,0.09,0.31,23.0,45.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Illinois,Illinois
1,16,0.08,0.2,16.0,41.0,Iowa,Alabama,Houston,Baylor,Alabama,Houston,Alabama
1,23,0.05,0.2,13.0,35.0,Gonzaga,Michigan,Illinois,Ohio State,Michigan,Illinois,Illinois
1,22,0.04,0.21,13.0,34.0,Gonzaga,Florida State,Houston,Baylor,Florida State,Baylor,Baylor
1,5,0.06,0.18,13.0,37.0,Iowa,Texas,Illinois,Baylor,Iowa,Baylor,Baylor
1,8,0.05,0.2,13.0,34.0,Gonzaga,Florida State,Houston,Arkansas,Gonzaga,Arkansas,Gonzaga
1,11,0.03,0.17,11.0,31.0,Gonzaga,Florida State,Illinois,Ohio State,Gonzaga,Ohio State,Ohio State
1,7,0.04,0.13,10.0,31.0,Gonzaga,Brigham Young,West Virginia,Ohio State,Gonzaga,West Virginia,Gonzaga
1,10,0.03,0.17,10.0,29.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Ohio State,Ohio State
1,18,0.04,0.14,9.0,30.0,Gonzaga,Michigan,Oklahoma State,Purdue,Gonzaga,Purdue,Purdue
1,24,0.02,0.16,9.0,26.0,Gonzaga,Brigham Young,Illinois,Ohio State,Gonzaga,Ohio State,Ohio State
1,3,0.03,0.14,9.0,29.0,Gonzaga,Michigan,Illinois,Villanova,Michigan,Illinois,Illinois
1,6,0.02,0.17,8.0,24.0,Gonzaga,Michigan State,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
1,19,0.03,0.14,8.0,28.0,Gonzaga,Michigan,Loyola (IL),Baylor,Gonzaga,Baylor,Baylor
1,17,0.03,0.09,6.0,26.0,Gonzaga,Texas,Illinois,Ohio State,Gonzaga,Illinois,Illinois
1,2,0.02,0.1,6.0,22.0,Gonzaga,Michigan,West Virginia,Baylor,Michigan,Baylor,Baylor
1,4,0.02,0.07,5.0,22.0,Kansas,Michigan,Houston,Baylor,Kansas,Baylor,Kansas
1,20,0.01,0.08,5.0,20.0,Gonzaga,Colorado,Illinois,Arkansas,Gonzaga,Arkansas,Gonzaga
1,0,0.01,0.04,3.0,19.0,Virginia,Michigan,West Virginia,Ohio State,Virginia,Ohio State,Virginia
1,14,0.0,0.04,2.0,12.0,Kansas,Florida State,Oklahoma State,Baylor,Florida State,Oklahoma State,Florida State
1,15,0.01,0.04,2.0,13.0,Oklahoma,Texas,Tennessee,Baylor,Oklahoma,Baylor,Oklahoma
1,13,0.0,0.02,1.0,12.0,Kansas,Michigan,Loyola (IL),Baylor,Kansas,Loyola (IL),Loyola (IL)
1,21,0.0,0.02,1.0,8.0,Norfolk State,Texas,Drexel,Baylor,Texas,Baylor,Baylor
2,21,0.15,0.39,32.0,53.0,Gonzaga,Michigan,Houston,Baylor,Gonzaga,Houston,Gonzaga
2,1,0.1,0.41,27.0,46.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
2,16,0.1,0.33,25.0,46.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Baylor
2,3,0.09,0.35,23.0,44.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
2,10,0.08,0.23,19.0,43.0,Iowa,Brigham Young,Illinois,Baylor,Iowa,Baylor,Baylor
2,18,0.05,0.23,15.0,36.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
2,19,0.03,0.29,14.0,31.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
2,5,0.04,0.18,12.0,33.0,Gonzaga,Texas,Oklahoma State,Baylor,Gonzaga,Baylor,Gonzaga
2,23,0.05,0.14,11.0,34.0,Iowa,Michigan,Illinois,Ohio State,Iowa,Ohio State,Ohio State
2,0,0.03,0.15,10.0,30.0,Iowa,Michigan,Houston,Baylor,Iowa,Baylor,Iowa
2,13,0.03,0.16,10.0,30.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
2,8,0.03,0.16,10.0,28.0,Gonzaga,Alabama,West Virginia,Baylor,Gonzaga,Baylor,Gonzaga
2,15,0.02,0.13,8.0,26.0,Gonzaga,Michigan,Illinois,Villanova,Gonzaga,Villanova,Gonzaga
2,12,0.02,0.12,7.0,25.0,Gonzaga,Texas,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
2,2,0.02,0.12,7.0,26.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Illinois,Michigan
2,24,0.02,0.09,6.0,24.0,Virginia,Michigan,Illinois,Baylor,Virginia,Baylor,Baylor
2,17,0.02,0.07,5.0,21.0,Iowa,Michigan,Oklahoma State,Baylor,Michigan,Oklahoma State,Michigan
2,6,0.02,0.08,5.0,22.0,Gonzaga,Michigan,Oklahoma State,North Carolina,Gonzaga,Oklahoma State,Gonzaga
2,14,0.02,0.05,4.0,22.0,Virginia,Michigan,Houston,Villanova,Virginia,Villanova,Virginia
2,11,0.01,0.07,4.0,17.0,Gonzaga,Michigan,Liberty,Arkansas,Gonzaga,Liberty,Gonzaga
2,9,0.02,0.04,4.0,21.0,Creighton,Texas,Loyola (IL),Ohio State,Texas,Ohio State,Texas
2,20,0.02,0.06,4.0,22.0,Southern California,Michigan,Illinois,Wisconsin,Southern California,Wisconsin,Wisconsin
2,4,0.02,0.04,4.0,21.0,Gonzaga,Texas,West Virginia,Texas Tech,Gonzaga,West Virginia,West Virginia
2,22,0.01,0.06,4.0,19.0,Gonzaga,Alabama,San Diego State,Arkansas,Gonzaga,San Diego State,Gonzaga
2,7,0.01,0.04,2.0,16.0,Gonzaga,Texas,Tennessee,Winthrop,Gonzaga,Tennessee,Gonzaga
3,3,0.12,0.41,30.0,50.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
3,10,0.1,0.31,24.0,46.0,Gonzaga,Florida State,Houston,Ohio State,Gonzaga,Ohio State,Gonzaga
3,15,0.08,0.31,22.0,42.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
3,8,0.06,0.25,16.0,37.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Ohio State,Gonzaga
3,18,0.06,0.18,15.0,39.0,Iowa,Michigan,Illinois,Baylor,Michigan,Baylor,Baylor
3,1,0.04,0.18,12.0,33.0,Gonzaga,Michigan,Illinois,Ohio State,Michigan,Illinois,Michigan
3,14,0.04,0.18,12.0,33.0,Gonzaga,Texas,Illinois,Baylor,Texas,Illinois,Illinois
3,9,0.04,0.17,11.0,32.0,Gonzaga,St. Bonaventure,Houston,Ohio State,Gonzaga,Houston,Gonzaga
3,5,0.04,0.17,11.0,33.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Illinois,Illinois
3,7,0.03,0.22,11.0,29.0,Gonzaga,Michigan,West Virginia,Ohio State,Gonzaga,Ohio State,Gonzaga
3,22,0.04,0.18,11.0,31.0,Gonzaga,Alabama,West Virginia,Baylor,Gonzaga,Baylor,Gonzaga
3,19,0.04,0.12,10.0,33.0,Iowa,Alabama,West Virginia,Ohio State,Iowa,Ohio State,Iowa
3,17,0.04,0.15,10.0,32.0,Gonzaga,Texas,Illinois,Villanova,Gonzaga,Illinois,Gonzaga
3,21,0.03,0.14,9.0,29.0,Creighton,Florida State,Illinois,Baylor,Creighton,Illinois,Illinois
3,6,0.03,0.13,9.0,29.0,Gonzaga,Alabama,Illinois,Purdue,Gonzaga,Illinois,Gonzaga
3,0,0.03,0.14,9.0,29.0,Iowa,Florida State,Illinois,Baylor,Florida State,Illinois,Florida State
3,4,0.03,0.13,8.0,28.0,Creighton,Alabama,Illinois,Baylor,Creighton,Illinois,Illinois
3,23,0.03,0.11,8.0,28.0,Southern California,Michigan,Illinois,Baylor,Michigan,Illinois,Michigan
3,12,0.02,0.12,7.0,26.0,Gonzaga,Louisiana State,Illinois,North Carolina,Gonzaga,Illinois,Gonzaga
3,20,0.01,0.1,5.0,21.0,Gonzaga,Michigan,Houston,Baylor,Michigan,Houston,Michigan
3,13,0.02,0.08,5.0,21.0,Gonzaga,Michigan,Illinois,Arkansas,Gonzaga,Arkansas,Gonzaga
3,11,0.02,0.08,5.0,23.0,Oregon,Michigan,Houston,Ohio State,Michigan,Houston,Michigan
3,2,0.02,0.07,5.0,22.0,Gonzaga,Louisiana State,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
3,24,0.01,0.04,3.0,17.0,Creighton,Connecticut,Illinois,Ohio State,Connecticut,Illinois,Illinois
3,16,0.01,0.03,2.0,14.0,Creighton,Michigan State,West Virginia,Ohio State,Michigan State,West Virginia,West Virginia
4,20,0.16,0.47,38.0,55.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
4,5,0.09,0.38,25.0,45.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
4,19,0.05,0.3,18.0,37.0,Gonzaga,Texas,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
4,7,0.08,0.22,18.0,42.0,Iowa,Texas,Illinois,Arkansas,Iowa,Illinois,Illinois
4,10,0.07,0.25,18.0,40.0,Gonzaga,Florida State,Illinois,Baylor,Florida State,Baylor,Baylor
4,24,0.06,0.24,17.0,39.0,Gonzaga,Michigan,Houston,Baylor,Gonzaga,Baylor,Gonzaga
4,8,0.04,0.2,13.0,33.0,Gonzaga,Michigan,San Diego State,Baylor,Gonzaga,Baylor,Baylor
4,6,0.04,0.18,12.0,33.0,Gonzaga,Alabama,West Virginia,Baylor,Gonzaga,Baylor,Baylor
4,2,0.03,0.19,11.0,31.0,Iowa,Michigan,Illinois,North Carolina,Iowa,Illinois,Illinois
4,21,0.04,0.17,11.0,33.0,Iowa,Florida State,Illinois,Baylor,Iowa,Baylor,Iowa
4,22,0.03,0.14,10.0,30.0,Iowa,Michigan,Illinois,Baylor,Iowa,Baylor,Iowa
4,12,0.04,0.15,10.0,32.0,Gonzaga,Michigan,Tennessee,Baylor,Gonzaga,Baylor,Gonzaga
4,3,0.03,0.13,9.0,29.0,Gonzaga,Michigan,Illinois,Arkansas,Gonzaga,Illinois,Gonzaga
4,15,0.02,0.13,8.0,27.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
4,18,0.03,0.12,8.0,29.0,Gonzaga,Michigan,Oregon State,Ohio State,Gonzaga,Ohio State,Gonzaga
4,0,0.03,0.12,8.0,28.0,Gonzaga,Texas,Illinois,Ohio State,Texas,Illinois,Illinois
4,1,0.03,0.1,7.0,27.0,Gonzaga,Texas,West Virginia,Purdue,Gonzaga,Purdue,Purdue
4,9,0.02,0.1,6.0,24.0,Iowa,Michigan,Tennessee,Baylor,Iowa,Baylor,Baylor
4,13,0.02,0.08,5.0,23.0,Grand Canyon,Michigan,Illinois,Baylor,Michigan,Illinois,Michigan
4,14,0.02,0.09,5.0,21.0,Gonzaga,Michigan,Illinois,Villanova,Gonzaga,Villanova,Gonzaga
4,16,0.01,0.05,4.0,19.0,Gonzaga,Texas,San Diego State,Ohio State,Texas,San Diego State,Texas
4,4,0.02,0.05,4.0,21.0,Kansas,Michigan,Illinois,Ohio State,Kansas,Illinois,Kansas
4,17,0.01,0.05,3.0,17.0,Gonzaga,Georgetown,Houston,Baylor,Georgetown,Baylor,Georgetown
4,11,0.01,0.04,2.0,14.0,Oregon,Michigan,Illinois,Wisconsin,Michigan,Illinois,Illinois
4,23,0.0,0.04,2.0,12.0,Gonzaga,Texas,Clemson,Baylor,Gonzaga,Clemson,Gonzaga
5,21,0.11,0.48,32.0,48.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
5,20,0.12,0.35,28.0,50.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Illinois,Illinois
5,9,0.08,0.35,23.0,44.0,Gonzaga,Florida State,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
5,12,0.08,0.27,20.0,43.0,Gonzaga,Florida State,Houston,Texas Tech,Gonzaga,Houston,Gonzaga
5,11,0.08,0.26,19.0,42.0,Gonzaga,Connecticut,Illinois,Purdue,Gonzaga,Illinois,Gonzaga
5,16,0.06,0.21,15.0,37.0,Iowa,Texas,West Virginia,Baylor,Texas,Baylor,Baylor
5,6,0.05,0.21,14.0,35.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Ohio State,Ohio State
5,13,0.05,0.2,13.0,35.0,Gonzaga,Alabama,Oklahoma State,Baylor,Gonzaga,Baylor,Gonzaga
5,1,0.04,0.2,13.0,34.0,Gonzaga,Michigan,Houston,Baylor,Michigan,Baylor,Michigan
5,0,0.06,0.16,12.0,36.0,Gonzaga,Alabama,Houston,Baylor,Alabama,Houston,Alabama
5,2,0.04,0.16,11.0,33.0,Iowa,Texas,West Virginia,Baylor,Iowa,Baylor,Baylor
5,22,0.04,0.17,11.0,33.0,Gonzaga,Alabama,Illinois,Ohio State,Gonzaga,Ohio State,Ohio State
5,18,0.03,0.17,10.0,29.0,Gonzaga,Michigan,West Virginia,Baylor,Michigan,West Virginia,West Virginia
5,7,0.03,0.13,8.0,27.0,Gonzaga,Michigan,Houston,Baylor,Michigan,Houston,Michigan
5,24,0.02,0.14,8.0,27.0,Gonzaga,Michigan,Oklahoma State,Baylor,Gonzaga,Baylor,Baylor
5,17,0.02,0.11,7.0,25.0,Gonzaga,Alabama,Houston,Ohio State,Gonzaga,Ohio State,Gonzaga
5,10,0.02,0.07,5.0,25.0,Iowa,Georgetown,Houston,Ohio State,Iowa,Houston,Iowa
5,19,0.02,0.08,5.0,21.0,Gonzaga,Michigan,San Diego State,Florida,Gonzaga,Florida,Gonzaga
5,8,0.01,0.06,4.0,18.0,Grand Canyon,Michigan,Houston,Baylor,Michigan,Houston,Michigan
5,4,0.01,0.08,4.0,20.0,Gonzaga,Alabama,San Diego State,Arkansas,Gonzaga,San Diego State,San Diego State
5,14,0.01,0.06,3.0,15.0,Gonzaga,Alabama,Oregon State,Baylor,Gonzaga,Baylor,Baylor
5,3,0.01,0.04,2.0,16.0,Kansas,Alabama,Syracuse,Arkansas,Kansas,Syracuse,Kansas
5,5,0.0,0.02,1.0,9.0,Gonzaga,Texas,Cleveland State,Baylor,Texas,Cleveland State,Cleveland State
5,23,0.0,0.02,1.0,8.0,Grand Canyon,Michigan,West Virginia,Baylor,Grand Canyon,Baylor,Grand Canyon
5,15,0.0,0.0,0.0,2.0,Gonzaga,Texas,Oregon State,Florida,Gonzaga,Oregon State,Oregon State
6,5,0.1,0.35,26.0,46.0,Gonzaga,Michigan,Houston,Baylor,Gonzaga,Baylor,Gonzaga
6,21,0.08,0.38,25.0,43.0,Gonzaga,Alabama,Illinois,Baylor,Alabama,Baylor,Baylor
6,0,0.09,0.3,22.0,44.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Baylor
6,19,0.08,0.28,21.0,43.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
6,22,0.08,0.28,19.0,42.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
6,1,0.07,0.24,17.0,40.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
6,17,0.05,0.26,16.0,36.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Ohio State,Ohio State
6,18,0.06,0.19,15.0,39.0,Gonzaga,Alabama,Illinois,Baylor,Alabama,Illinois,Illinois
6,3,0.04,0.19,12.0,33.0,Gonzaga,Alabama,Illinois,North Carolina,Gonzaga,North Carolina,Gonzaga
6,10,0.04,0.14,11.0,33.0,Iowa,Alabama,Illinois,Baylor,Iowa,Baylor,Iowa
6,24,0.04,0.15,11.0,32.0,Kansas,Alabama,West Virginia,Baylor,Kansas,Baylor,Baylor
6,9,0.04,0.15,10.0,33.0,Gonzaga,Alabama,Houston,Baylor,Alabama,Houston,Alabama
6,20,0.04,0.14,10.0,30.0,Gonzaga,Brigham Young,Illinois,Villanova,Brigham Young,Illinois,Illinois
6,13,0.02,0.17,8.0,24.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Ohio State,Ohio State
6,15,0.03,0.11,7.0,28.0,Gonzaga,Maryland,Oklahoma State,Ohio State,Gonzaga,Ohio State,Gonzaga
6,14,0.03,0.09,6.0,26.0,Gonzaga,Florida State,Houston,Baylor,Florida State,Houston,Florida State
6,8,0.02,0.09,6.0,25.0,Gonzaga,Alabama,Oklahoma State,Ohio State,Gonzaga,Ohio State,Ohio State
6,11,0.02,0.1,5.0,22.0,Gonzaga,Texas,Houston,Ohio State,Texas,Ohio State,Texas
6,2,0.01,0.1,5.0,19.0,Gonzaga,Alabama,West Virginia,Baylor,Alabama,West Virginia,Alabama
6,23,0.02,0.09,5.0,21.0,Gonzaga,Michigan,Loyola (IL),Texas Tech,Gonzaga,Loyola (IL),Gonzaga
6,6,0.02,0.04,4.0,20.0,Gonzaga,Michigan,Tennessee,Ohio State,Michigan,Ohio State,Michigan
6,16,0.01,0.04,3.0,18.0,Iowa,Michigan,Syracuse,Baylor,Iowa,Syracuse,Iowa
6,7,0.01,0.05,3.0,18.0,Gonzaga,Michigan,West Virginia,Ohio State,Gonzaga,West Virginia,West Virginia
6,12,0.01,0.03,2.0,16.0,Kansas,Florida State,Illinois,Baylor,Kansas,Baylor,Kansas
6,4,0.0,0.02,1.0,10.0,Gonzaga,Michigan,Illinois,North Carolina,Michigan,North Carolina,North Carolina
7,0,0.14,0.43,34.0,52.0,Gonzaga,Alabama,West Virginia,Baylor,Gonzaga,Baylor,Gonzaga
7,6,0.12,0.4,30.0,49.0,Gonzaga,Alabama,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
7,2,0.1,0.32,23.0,45.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Illinois,Illinois
7,16,0.08,0.27,19.0,42.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Baylor,Baylor
7,17,0.05,0.32,18.0,36.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
7,21,0.05,0.23,15.0,36.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Illinois,Illinois
7,19,0.05,0.2,13.0,34.0,Gonzaga,Michigan,Illinois,Arkansas,Gonzaga,Illinois,Gonzaga
7,1,0.04,0.18,12.0,34.0,Gonzaga,Texas,Illinois,Baylor,Texas,Illinois,Illinois
7,24,0.05,0.15,12.0,35.0,Iowa,Michigan,Oklahoma State,Ohio State,Iowa,Oklahoma State,Iowa
7,18,0.04,0.15,11.0,33.0,Gonzaga,Alabama,Oklahoma State,Baylor,Gonzaga,Baylor,Baylor
7,12,0.05,0.16,11.0,33.0,Gonzaga,Florida State,Illinois,Arkansas,Gonzaga,Illinois,Gonzaga
7,5,0.03,0.16,10.0,29.0,Gonzaga,Michigan,Houston,Baylor,Michigan,Baylor,Michigan
7,10,0.02,0.15,9.0,27.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Illinois,Michigan
7,14,0.03,0.14,9.0,28.0,Gonzaga,Texas,Illinois,Arkansas,Gonzaga,Arkansas,Gonzaga
7,20,0.02,0.11,7.0,26.0,Gonzaga,Michigan,West Virginia,Baylor,Gonzaga,Baylor,Gonzaga
7,3,0.01,0.11,6.0,22.0,Iowa,Michigan,Oklahoma State,Baylor,Iowa,Oklahoma State,Oklahoma State
7,8,0.01,0.11,5.0,21.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Baylor,Michigan
7,13,0.02,0.07,5.0,22.0,Oregon,Alabama,Illinois,Ohio State,Oregon,Illinois,Illinois
7,15,0.02,0.07,5.0,22.0,Iowa,Texas,West Virginia,Ohio State,Iowa,West Virginia,Iowa
7,23,0.02,0.08,5.0,22.0,Gonzaga,Michigan,Houston,Arkansas,Michigan,Arkansas,Michigan
7,4,0.01,0.05,4.0,19.0,Gonzaga,Florida State,West Virginia,Ohio State,Florida State,West Virginia,West Virginia
7,9,0.01,0.05,3.0,19.0,Gonzaga,Alabama,Rutgers,Arkansas,Gonzaga,Arkansas,Gonzaga
7,11,0.01,0.05,3.0,18.0,Kansas,Michigan,Illinois,Baylor,Michigan,Baylor,Baylor
7,22,0.01,0.03,2.0,15.0,Grand Canyon,Michigan,Illinois,Purdue,Michigan,Purdue,Purdue
7,7,0.0,0.01,1.0,8.0,Gonzaga,Michigan,Clemson,Villanova,Gonzaga,Clemson,Gonzaga
8,14,0.14,0.4,32.0,52.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Illinois,Illinois
8,0,0.1,0.28,22.0,46.0,Gonzaga,Texas,Illinois,Texas Tech,Gonzaga,Illinois,Gonzaga
8,19,0.09,0.31,22.0,45.0,Gonzaga,Michigan,Houston,Baylor,Gonzaga,Baylor,Gonzaga
8,17,0.06,0.27,17.0,38.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Baylor
8,15,0.05,0.24,16.0,37.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
8,24,0.06,0.25,16.0,38.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
8,5,0.05,0.27,16.0,36.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Baylor,Michigan
8,12,0.06,0.2,15.0,37.0,Gonzaga,Florida State,Oklahoma State,Baylor,Florida State,Baylor,Baylor
8,22,0.04,0.21,13.0,33.0,Gonzaga,Texas,Georgia Tech,Baylor,Gonzaga,Baylor,Gonzaga
8,21,0.04,0.2,13.0,33.0,Gonzaga,Michigan,Illinois,Ohio State,Michigan,Illinois,Michigan
8,16,0.03,0.22,13.0,31.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
8,3,0.03,0.17,10.0,29.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
8,8,0.03,0.12,9.0,29.0,Gonzaga,Michigan,Houston,Baylor,Gonzaga,Houston,Houston
8,13,0.02,0.16,9.0,26.0,Gonzaga,Florida State,Oklahoma State,Baylor,Gonzaga,Oklahoma State,Oklahoma State
8,23,0.04,0.09,8.0,29.0,Iowa,Michigan,San Diego State,Ohio State,Iowa,Ohio State,Iowa
8,18,0.03,0.11,8.0,29.0,Gonzaga,Georgetown,West Virginia,Arkansas,Gonzaga,West Virginia,Gonzaga
8,2,0.02,0.1,6.0,24.0,Gonzaga,Michigan,Oklahoma State,Baylor,Michigan,Baylor,Michigan
8,9,0.02,0.06,5.0,24.0,Virginia,Texas,Oklahoma State,Baylor,Virginia,Baylor,Baylor
8,1,0.02,0.07,5.0,23.0,Southern California,Texas,Illinois,Ohio State,Texas,Ohio State,Texas
8,6,0.01,0.07,4.0,20.0,Iowa,Texas,Houston,Baylor,Texas,Houston,Texas
8,10,0.02,0.06,4.0,22.0,Iowa,Brigham Young,Houston,Ohio State,Iowa,Ohio State,Ohio State
8,11,0.01,0.05,3.0,18.0,Grand Canyon,Alabama,Illinois,Winthrop,Grand Canyon,Illinois,Illinois
8,20,0.01,0.04,2.0,15.0,Iowa,Michigan,Houston,Villanova,Iowa,Houston,Houston
8,7,0.0,0.02,1.0,12.0,Creighton,Michigan,Illinois,Baylor,Michigan,Baylor,Michigan
8,4,0.0,0.02,1.0,10.0,Norfolk State,Michigan,West Virginia,Baylor,Michigan,West Virginia,Michigan
9,4,0.12,0.46,33.0,50.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
9,5,0.1,0.46,29.0,46.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
9,13,0.07,0.24,18.0,41.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Illinois,Illinois
9,16,0.06,0.25,17.0,39.0,Gonzaga,Michigan,Oklahoma State,Baylor,Gonzaga,Baylor,Gonzaga
9,10,0.07,0.22,17.0,41.0,Gonzaga,Michigan,Houston,Ohio State,Gonzaga,Houston,Houston
9,6,0.06,0.23,16.0,38.0,Iowa,Texas,Illinois,Baylor,Iowa,Illinois,Iowa
9,7,0.05,0.28,16.0,37.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
9,8,0.05,0.19,13.0,35.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
9,22,0.04,0.17,12.0,33.0,Gonzaga,Texas,Houston,Baylor,Gonzaga,Baylor,Baylor
