pool_id,bracket_id,Win Frequency,Cash Frequency,EV,1sigma,f4w,f4e,f4mw,f4s,f1,f2,winner
260,9,0.03,0.18,11.0,31.0,Gonzaga,Connecticut,Illinois,Baylor,Gonzaga,Illinois,Illinois
260,3,0.03,0.17,10.0,29.0,Gonzaga,Texas,Oklahoma State,Baylor,Gonzaga,Baylor,Gonzaga
260,11,0.03,0.17,10.0,29.0,Gonzaga,Texas,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
260,12,0.04,0.11,9.0,30.0,Virginia,Michigan,Houston,Ohio State,Michigan,Ohio State,Michigan
260,24,0.03,0.13,8.0,27.0,Gonzaga,Michigan,Illinois,Ohio State,Michigan,Illinois,Illinois
260,5,0.03,0.09,6.0,26.0,Gonzaga,Michigan,West Virginia,Baylor,Michigan,Baylor,Michigan
260,10,0.02,0.08,5.0,22.0,Gonzaga,Texas,Tennessee,Ohio State,Gonzaga,Tennessee,Gonzaga
260,16,0.01,0.06,3.0,17.0,Virginia,Michigan,Oklahoma State,Baylor,Michigan,Baylor,Michigan
260,21,0.01,0.05,3.0,15.0,Gonzaga,Texas,Rutgers,Ohio State,Gonzaga,Rutgers,Gonzaga
260,13,0.01,0.04,2.0,15.0,Gonzaga,Texas,Illinois,Baylor,Texas,Baylor,Texas
260,19,0.01,0.02,2.0,14.0,Kansas,Texas,Loyola (IL),Baylor,Texas,Loyola (IL),Loyola (IL)
260,22,0.0,0.03,2.0,11.0,Southern California,Michigan,Illinois,Villanova,Michigan,Illinois,Illinois
260,4,0.0,0.01,0.0,4.0,Gonzaga,Michigan,Liberty,Florida,Gonzaga,Florida,Florida
261,21,0.1,0.41,28.0,47.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Baylor,Baylor
261,1,0.1,0.37,26.0,46.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
261,22,0.08,0.29,21.0,43.0,Gonzaga,Alabama,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
261,4,0.06,0.3,19.0,39.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Baylor
261,5,0.06,0.31,19.0,39.0,Gonzaga,Michigan,Houston,Baylor,Michigan,Baylor,Baylor
261,0,0.09,0.18,17.0,44.0,Iowa,Michigan,Illinois,Ohio State,Iowa,Ohio State,Ohio State
261,7,0.06,0.23,16.0,39.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
261,6,0.05,0.21,14.0,36.0,Gonzaga,Michigan,Illinois,Ohio State,Michigan,Illinois,Michigan
261,16,0.05,0.2,13.0,35.0,Gonzaga,Florida State,Illinois,Texas Tech,Gonzaga,Illinois,Gonzaga
261,3,0.04,0.2,12.0,33.0,Gonzaga,Alabama,Illinois,Texas Tech,Gonzaga,Illinois,Gonzaga
261,14,0.04,0.17,11.0,31.0,Kansas,Michigan,Illinois,Baylor,Michigan,Illinois,Michigan
261,12,0.05,0.13,11.0,34.0,Gonzaga,Alabama,West Virginia,Ohio State,Gonzaga,West Virginia,Gonzaga
261,15,0.04,0.14,10.0,31.0,Gonzaga,Alabama,Tennessee,Baylor,Gonzaga,Baylor,Baylor
261,8,0.02,0.14,8.0,26.0,Gonzaga,Brigham Young,Illinois,Baylor,Gonzaga,Baylor,Baylor
261,13,0.02,0.1,7.0,25.0,Gonzaga,Michigan,West Virginia,Wisconsin,Gonzaga,West Virginia,Gonzaga
261,17,0.02,0.09,6.0,25.0,Gonzaga,Texas,Houston,Ohio State,Gonzaga,Houston,Gonzaga
261,18,0.03,0.08,6.0,26.0,Virginia,Texas,Illinois,Purdue,Virginia,Purdue,Purdue
261,20,0.02,0.08,6.0,24.0,Kansas,Florida State,Illinois,Ohio State,Florida State,Illinois,Florida State
261,19,0.02,0.06,5.0,23.0,Southern California,Texas,Illinois,Arkansas,Southern California,Illinois,Southern California
261,23,0.02,0.1,5.0,21.0,Kansas,Michigan,Illinois,Baylor,Kansas,Baylor,Kansas
261,24,0.01,0.06,4.0,18.0,Kansas,Michigan,Illinois,Baylor,Kansas,Illinois,Kansas
261,2,0.01,0.06,3.0,17.0,Iowa,Michigan,West Virginia,Baylor,Iowa,Baylor,Iowa
261,10,0.0,0.04,2.0,11.0,Gonzaga,Michigan,Drexel,Baylor,Michigan,Drexel,Michigan
261,11,0.0,0.02,1.0,7.0,Ohio,Michigan,Illinois,Baylor,Ohio,Baylor,Ohio
261,9,0.01,0.02,1.0,12.0,Creighton,Louisiana State,West Virginia,Hartford,Louisiana State,West Virginia,Louisiana State
262,4,0.12,0.32,26.0,49.0,Gonzaga,Florida State,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
262,12,0.08,0.31,22.0,44.0,Gonzaga,Texas,Illinois,Baylor,Texas,Baylor,Baylor
262,6,0.08,0.33,21.0,42.0,Gonzaga,Alabama,Illinois,Ohio State,Gonzaga,Ohio State,Gonzaga
262,7,0.07,0.3,20.0,42.0,Gonzaga,Connecticut,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
262,2,0.06,0.25,17.0,39.0,Iowa,Michigan,Houston,Baylor,Michigan,Baylor,Michigan
262,23,0.07,0.25,17.0,40.0,Gonzaga,Alabama,Houston,Ohio State,Gonzaga,Houston,Gonzaga
262,20,0.05,0.23,15.0,35.0,Gonzaga,Michigan,Houston,Baylor,Gonzaga,Houston,Houston
262,21,0.04,0.22,14.0,34.0,Iowa,Michigan,Illinois,Baylor,Michigan,Baylor,Baylor
262,0,0.05,0.22,14.0,36.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Illinois,Illinois
262,24,0.05,0.19,14.0,35.0,Iowa,Michigan,Houston,Texas Tech,Michigan,Houston,Michigan
262,16,0.05,0.17,13.0,35.0,Kansas,Alabama,Illinois,Baylor,Alabama,Illinois,Illinois
262,22,0.06,0.16,13.0,36.0,Iowa,Alabama,Houston,Baylor,Iowa,Houston,Iowa
262,5,0.05,0.17,12.0,34.0,Gonzaga,Alabama,Houston,Baylor,Alabama,Baylor,Baylor
262,9,0.03,0.16,10.0,30.0,Kansas,Michigan,Illinois,Baylor,Kansas,Illinois,Kansas
262,17,0.04,0.15,10.0,32.0,Iowa,Alabama,West Virginia,Ohio State,Iowa,Ohio State,Ohio State
262,1,0.03,0.1,7.0,26.0,Gonzaga,Brigham Young,Tennessee,Baylor,Gonzaga,Baylor,Baylor
262,15,0.02,0.13,7.0,24.0,Gonzaga,Texas,Houston,Baylor,Gonzaga,Houston,Houston
262,11,0.02,0.09,5.0,22.0,Gonzaga,Georgetown,West Virginia,Baylor,Gonzaga,Baylor,Baylor
262,8,0.01,0.07,4.0,19.0,Gonzaga,Georgetown,Illinois,Baylor,Gonzaga,Baylor,Baylor
262,14,0.01,0.04,3.0,17.0,Gonzaga,Michigan,Loyola (IL),Ohio State,Gonzaga,Loyola (IL),Loyola (IL)
262,18,0.01,0.04,2.0,14.0,Gonzaga,Michigan,West Virginia,Baylor,Michigan,Baylor,Michigan
262,3,0.01,0.03,2.0,14.0,Gonzaga,Michigan,Clemson,North Carolina,Michigan,North Carolina,North Carolina
262,10,0.0,0.03,1.0,10.0,Gonzaga,Michigan,Houston,Hartford,Michigan,Hartford,Michigan
262,19,0.0,0.02,1.0,12.0,Iowa,Brigham Young,Oklahoma State,Florida,Iowa,Oklahoma State,Oklahoma State
262,13,0.0,0.01,0.0,3.0,Oklahoma,Michigan,Drexel,North Carolina,Michigan,Drexel,Michigan
263,19,0.1,0.38,27.0,47.0,Gonzaga,Alabama,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
263,1,0.08,0.32,21.0,43.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Baylor
263,23,0.08,0.26,20.0,43.0,Gonzaga,Alabama,Houston,Baylor,Gonzaga,Baylor,Gonzaga
263,0,0.06,0.32,19.0,38.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
263,17,0.07,0.28,19.0,40.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Baylor,Michigan
263,9,0.06,0.26,17.0,38.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Illinois,Michigan
263,2,0.05,0.23,15.0,36.0,Gonzaga,Florida State,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
263,14,0.04,0.24,14.0,34.0,Gonzaga,Alabama,West Virginia,Baylor,Gonzaga,West Virginia,Gonzaga
263,24,0.06,0.18,14.0,38.0,Gonzaga,Texas,Houston,Villanova,Gonzaga,Houston,Gonzaga
263,3,0.06,0.16,14.0,37.0,Iowa,Texas,Illinois,Baylor,Iowa,Baylor,Baylor
263,4,0.05,0.19,13.0,36.0,Gonzaga,Alabama,Illinois,Purdue,Gonzaga,Illinois,Gonzaga
263,7,0.03,0.2,11.0,29.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
263,22,0.03,0.18,11.0,30.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
263,10,0.04,0.12,9.0,30.0,Gonzaga,Alabama,Illinois,Ohio State,Gonzaga,Ohio State,Ohio State
263,16,0.03,0.12,9.0,30.0,Virginia,Texas,Illinois,Baylor,Texas,Illinois,Illinois
263,13,0.03,0.11,8.0,28.0,Gonzaga,Texas,Houston,Baylor,Texas,Houston,Texas
263,18,0.03,0.09,7.0,28.0,Iowa,Alabama,Loyola (IL),Baylor,Iowa,Baylor,Iowa
263,15,0.02,0.09,6.0,25.0,Gonzaga,Louisiana State,Houston,Purdue,Gonzaga,Purdue,Gonzaga
263,20,0.02,0.07,5.0,22.0,Virginia,Michigan,Illinois,Ohio State,Virginia,Ohio State,Virginia
263,11,0.01,0.04,3.0,18.0,Gonzaga,Alabama,Georgia Tech,Baylor,Alabama,Baylor,Baylor
263,6,0.01,0.06,3.0,17.0,UC-Santa Barbara,Texas,Illinois,Baylor,UC-Santa Barbara,Illinois,Illinois
263,5,0.01,0.05,3.0,15.0,Kansas,Michigan,Houston,Ohio State,Michigan,Houston,Michigan
263,12,0.01,0.04,2.0,16.0,Virginia,Michigan,Tennessee,Baylor,Virginia,Baylor,Baylor
263,8,0.0,0.01,1.0,9.0,Virginia,Texas,Georgia Tech,Florida,Virginia,Florida,Florida
263,21,0.0,0.01,1.0,11.0,Virginia,Michigan,Rutgers,North Carolina,Virginia,North Carolina,North Carolina
264,18,0.14,0.43,33.0,52.0,Gonzaga,Alabama,Houston,Baylor,Gonzaga,Baylor,Gonzaga
264,15,0.07,0.41,25.0,42.0,Gonzaga,Alabama,Illinois,Ohio State,Gonzaga,Ohio State,Gonzaga
264,2,0.06,0.29,18.0,38.0,Gonzaga,Michigan,Houston,Baylor,Gonzaga,Houston,Gonzaga
264,3,0.06,0.29,18.0,39.0,Gonzaga,Alabama,Illinois,Ohio State,Gonzaga,Ohio State,Gonzaga
264,0,0.08,0.2,17.0,42.0,Kansas,Alabama,Illinois,Ohio State,Alabama,Illinois,Illinois
264,6,0.06,0.22,16.0,39.0,Gonzaga,Florida State,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
264,10,0.04,0.21,13.0,34.0,Gonzaga,Michigan,Houston,Baylor,Gonzaga,Baylor,Gonzaga
264,9,0.05,0.13,11.0,34.0,Iowa,Michigan,Houston,Ohio State,Iowa,Houston,Iowa
264,13,0.04,0.17,11.0,31.0,Gonzaga,Alabama,West Virginia,Baylor,Gonzaga,West Virginia,Gonzaga
264,4,0.04,0.14,10.0,32.0,Iowa,Michigan,Illinois,Ohio State,Iowa,Ohio State,Ohio State
264,17,0.04,0.16,10.0,30.0,Gonzaga,Michigan,Illinois,North Carolina,Gonzaga,Illinois,Gonzaga
264,14,0.03,0.12,9.0,30.0,Gonzaga,Alabama,Oklahoma State,Baylor,Alabama,Baylor,Baylor
264,22,0.04,0.13,9.0,31.0,Gonzaga,Alabama,Houston,North Carolina,Gonzaga,Houston,Gonzaga
264,21,0.03,0.14,9.0,30.0,Kansas,Michigan,Illinois,Baylor,Michigan,Illinois,Michigan
264,12,0.03,0.12,8.0,28.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Illinois,Illinois
264,8,0.03,0.12,8.0,28.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Ohio State,Gonzaga
264,5,0.04,0.12,8.0,29.0,Gonzaga,Michigan,Illinois,Arkansas,Gonzaga,Arkansas,Gonzaga
264,16,0.02,0.12,7.0,24.0,Gonzaga,Alabama,Houston,Baylor,Gonzaga,Baylor,Gonzaga
264,1,0.02,0.08,6.0,25.0,Iowa,Connecticut,Illinois,Baylor,Connecticut,Illinois,Connecticut
264,11,0.02,0.11,6.0,23.0,Gonzaga,Texas,Oklahoma State,Baylor,Gonzaga,Baylor,Gonzaga
264,24,0.02,0.09,6.0,23.0,Kansas,Florida State,Illinois,Baylor,Kansas,Illinois,Kansas
264,19,0.01,0.09,5.0,20.0,Gonzaga,Michigan,Oregon State,Baylor,Gonzaga,Oregon State,Gonzaga
264,7,0.02,0.08,5.0,21.0,Gonzaga,Michigan,Illinois,Arkansas,Gonzaga,Illinois,Illinois
264,20,0.0,0.03,2.0,13.0,Kansas,Michigan,Oklahoma State,Baylor,Kansas,Oklahoma State,Oklahoma State
264,23,0.0,0.02,1.0,8.0,Iowa,Michigan,Oklahoma State,Villanova,Iowa,Oklahoma State,Oklahoma State
265,19,0.08,0.37,24.0,44.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Baylor
265,1,0.09,0.23,20.0,44.0,Iowa,Michigan,Illinois,Purdue,Iowa,Illinois,Illinois
265,10,0.07,0.3,20.0,40.0,Gonzaga,Alabama,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
265,21,0.07,0.3,19.0,41.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
265,2,0.06,0.27,18.0,40.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
265,24,0.07,0.22,17.0,41.0,Iowa,Florida State,Illinois,Baylor,Florida State,Baylor,Baylor
265,23,0.07,0.21,16.0,39.0,Gonzaga,Alabama,Tennessee,Ohio State,Gonzaga,Ohio State,Gonzaga
265,22,0.06,0.23,15.0,37.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
265,7,0.06,0.21,15.0,37.0,Gonzaga,Michigan,Houston,Baylor,Gonzaga,Houston,Gonzaga
265,14,0.04,0.23,14.0,34.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Baylor
265,13,0.04,0.2,13.0,34.0,Gonzaga,Alabama,Illinois,North Carolina,Gonzaga,Illinois,Gonzaga
265,15,0.04,0.18,11.0,31.0,Gonzaga,Michigan,Tennessee,Baylor,Michigan,Baylor,Baylor
265,12,0.04,0.13,11.0,33.0,Iowa,Texas,Illinois,Arkansas,Iowa,Illinois,Iowa
265,8,0.04,0.12,9.0,31.0,Gonzaga,Alabama,Houston,Baylor,Gonzaga,Houston,Houston
265,5,0.03,0.16,9.0,28.0,Gonzaga,Alabama,Houston,Baylor,Gonzaga,Baylor,Gonzaga
265,3,0.02,0.12,7.0,25.0,Gonzaga,Texas,West Virginia,Baylor,Gonzaga,Baylor,Gonzaga
265,9,0.02,0.09,6.0,25.0,Iowa,Michigan,Loyola (IL),Baylor,Michigan,Baylor,Michigan
265,6,0.01,0.07,5.0,20.0,Iowa,Michigan,San Diego State,North Carolina,Iowa,San Diego State,Iowa
265,20,0.02,0.08,5.0,23.0,Southern California,Florida State,Illinois,Baylor,Southern California,Baylor,Baylor
265,0,0.01,0.09,5.0,21.0,Gonzaga,Michigan,Drexel,Baylor,Gonzaga,Baylor,Gonzaga
265,18,0.02,0.04,3.0,20.0,Kansas,Florida State,Oklahoma State,Baylor,Kansas,Oklahoma State,Kansas
265,4,0.01,0.05,3.0,18.0,Wichita State,Texas,Illinois,Baylor,Wichita State,Baylor,Wichita State
265,11,0.01,0.02,2.0,13.0,Gonzaga,Michigan,Oklahoma State,Baylor,Michigan,Oklahoma State,Michigan
265,17,0.01,0.03,2.0,15.0,Virginia,Brigham Young,San Diego State,Ohio State,Virginia,San Diego State,San Diego State
265,16,0.0,0.02,1.0,12.0,Gonzaga,Michigan,Illinois,Ohio State,Michigan,Illinois,Michigan
266,16,0.09,0.38,25.0,44.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
266,18,0.08,0.26,19.0,42.0,Gonzaga,Michigan,Houston,Baylor,Gonzaga,Houston,Gonzaga
266,1,0.08,0.26,19.0,42.0,Gonzaga,Connecticut,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
266,11,0.09,0.21,18.0,43.0,Iowa,Michigan,Illinois,Baylor,Iowa,Illinois,Iowa
266,20,0.07,0.26,18.0,41.0,Gonzaga,Florida State,Tennessee,Baylor,Gonzaga,Baylor,Gonzaga
266,5,0.06,0.27,18.0,39.0,Gonzaga,Michigan,Houston,Baylor,Gonzaga,Houston,Gonzaga
266,14,0.07,0.26,18.0,40.0,Gonzaga,Alabama,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
266,0,0.06,0.2,15.0,38.0,Gonzaga,Alabama,Illinois,Baylor,Alabama,Illinois,Illinois
266,19,0.05,0.19,13.0,34.0,Gonzaga,Florida State,Illinois,Baylor,Gonzaga,Baylor,Baylor
266,24,0.03,0.21,12.0,31.0,Gonzaga,Maryland,West Virginia,Baylor,Gonzaga,Baylor,Gonzaga
266,3,0.04,0.16,12.0,34.0,Gonzaga,Alabama,Illinois,Baylor,Alabama,Baylor,Baylor
266,10,0.04,0.18,11.0,31.0,Gonzaga,Michigan,West Virginia,Ohio State,Gonzaga,Ohio State,Gonzaga
266,2,0.04,0.14,10.0,31.0,Iowa,Michigan,San Diego State,Baylor,Michigan,Baylor,Michigan
266,12,0.03,0.16,10.0,30.0,Gonzaga,Alabama,Houston,Ohio State,Gonzaga,Ohio State,Gonzaga
266,9,0.03,0.14,9.0,29.0,Gonzaga,Michigan,West Virginia,Baylor,Michigan,West Virginia,Michigan
266,6,0.04,0.12,9.0,32.0,Iowa,Alabama,Houston,North Carolina,Iowa,North Carolina,Iowa
266,13,0.03,0.12,8.0,28.0,Gonzaga,Florida State,Illinois,Ohio State,Gonzaga,Illinois,Illinois
266,22,0.02,0.12,7.0,25.0,Gonzaga,Alabama,West Virginia,Baylor,Gonzaga,West Virginia,West Virginia
266,4,0.01,0.08,5.0,20.0,Iowa,Alabama,Illinois,Baylor,Alabama,Baylor,Alabama
266,7,0.01,0.06,4.0,18.0,Iowa,Texas,Houston,Virginia Tech,Iowa,Virginia Tech,Virginia Tech
266,21,0.01,0.06,4.0,19.0,Gonzaga,Florida State,Illinois,Baylor,Florida State,Baylor,Baylor
266,23,0.01,0.07,4.0,17.0,Gonzaga,Brigham Young,Loyola (IL),Baylor,Gonzaga,Baylor,Gonzaga
266,8,0.0,0.02,1.0,12.0,Iowa,Michigan,West Virginia,Baylor,Michigan,West Virginia,Michigan
266,15,0.0,0.02,1.0,11.0,Oklahoma,Michigan,Oklahoma State,Ohio State,Oklahoma,Oklahoma State,Oklahoma
266,17,0.0,0.03,1.0,11.0,Gonzaga,Michigan,Clemson,Baylor,Michigan,Baylor,Michigan
267,9,0.16,0.52,40.0,54.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
267,22,0.11,0.44,30.0,48.0,Gonzaga,Alabama,Illinois,Ohio State,Gonzaga,Ohio State,Gonzaga
267,12,0.1,0.33,25.0,47.0,Gonzaga,Florida State,Illinois,Baylor,Gonzaga,Illinois,Illinois
267,21,0.06,0.3,18.0,38.0,Gonzaga,Michigan,Illinois,Purdue,Gonzaga,Illinois,Gonzaga
267,19,0.07,0.19,16.0,40.0,Iowa,Louisiana State,Illinois,Baylor,Iowa,Illinois,Illinois
267,15,0.06,0.19,15.0,39.0,Gonzaga,Texas,Illinois,Baylor,Texas,Baylor,Baylor
267,11,0.05,0.23,15.0,35.0,Gonzaga,Alabama,Oklahoma State,Arkansas,Gonzaga,Arkansas,Gonzaga
267,1,0.04,0.25,14.0,34.0,Gonzaga,Florida State,Illinois,Ohio State,Gonzaga,Ohio State,Gonzaga
267,24,0.04,0.22,13.0,33.0,Gonzaga,Michigan,West Virginia,Ohio State,Gonzaga,Ohio State,Gonzaga
267,4,0.04,0.16,11.0,32.0,Kansas,Michigan,Illinois,Baylor,Kansas,Illinois,Kansas
267,13,0.04,0.17,10.0,31.0,Gonzaga,Alabama,Houston,Arkansas,Gonzaga,Arkansas,Arkansas
267,18,0.02,0.14,8.0,26.0,Gonzaga,Michigan,Cleveland State,Baylor,Michigan,Cleveland State,Cleveland State
267,2,0.03,0.11,8.0,29.0,Iowa,Michigan,West Virginia,Purdue,Iowa,West Virginia,West Virginia
267,16,0.02,0.1,6.0,25.0,Gonzaga,Florida State,Houston,Villanova,Gonzaga,Villanova,Villanova
267,17,0.02,0.08,6.0,25.0,Virginia,Texas,Oklahoma State,Baylor,Texas,Baylor,Texas
267,3,0.02,0.08,6.0,24.0,Gonzaga,Michigan,Houston,Texas Tech,Michigan,Houston,Michigan
267,23,0.02,0.11,6.0,22.0,Gonzaga,Louisiana State,Illinois,Texas Tech,Louisiana State,Illinois,Louisiana State
267,8,0.01,0.08,5.0,20.0,Eastern Washington,Michigan,Illinois,Baylor,Eastern Washington,Illinois,Illinois
267,14,0.02,0.09,5.0,22.0,Gonzaga,Michigan,West Virginia,Ohio State,Gonzaga,West Virginia,Gonzaga
267,7,0.02,0.07,4.0,21.0,Gonzaga,Alabama,Oklahoma State,North Carolina,Gonzaga,Oklahoma State,Gonzaga
267,6,0.01,0.05,3.0,16.0,Gonzaga,Texas,West Virginia,Purdue,Texas,Purdue,Texas
267,10,0.01,0.03,2.0,16.0,Grand Canyon,Michigan,Houston,Texas Tech,Grand Canyon,Texas Tech,Texas Tech
267,5,0.01,0.04,2.0,15.0,Gonzaga,Texas,Illinois,Purdue,Gonzaga,Illinois,Gonzaga
267,20,0.01,0.02,1.0,12.0,Ohio,Florida State,Georgia Tech,Purdue,Ohio,Purdue,Purdue
267,0,0.0,0.01,1.0,8.0,Virginia,Michigan State,Oklahoma State,Baylor,Michigan State,Oklahoma State,Oklahoma State
268,2,0.1,0.4,27.0,46.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
268,11,0.11,0.39,27.0,47.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Baylor,Baylor
268,6,0.09,0.39,25.0,44.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
268,13,0.12,0.3,25.0,49.0,Iowa,Michigan,Illinois,Baylor,Iowa,Illinois,Illinois
268,5,0.07,0.28,20.0,42.0,Gonzaga,Alabama,Illinois,Texas Tech,Gonzaga,Illinois,Illinois
268,10,0.07,0.28,19.0,41.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
268,23,0.05,0.25,16.0,37.0,Gonzaga,Texas,Houston,Baylor,Gonzaga,Baylor,Gonzaga
268,22,0.06,0.19,14.0,37.0,Gonzaga,Florida State,Illinois,Ohio State,Gonzaga,Ohio State,Gonzaga
268,19,0.04,0.17,11.0,32.0,Gonzaga,Texas,Loyola (IL),Baylor,Gonzaga,Baylor,Gonzaga
268,7,0.04,0.17,10.0,31.0,Gonzaga,Florida State,Illinois,Arkansas,Gonzaga,Illinois,Illinois
268,4,0.02,0.16,9.0,27.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Baylor,Baylor
268,20,0.03,0.13,8.0,27.0,Gonzaga,Brigham Young,Houston,Baylor,Gonzaga,Baylor,Gonzaga
268,15,0.03,0.11,8.0,28.0,Gonzaga,Michigan,San Diego State,Ohio State,Michigan,San Diego State,Michigan
268,14,0.03,0.09,7.0,27.0,Iowa,Michigan,West Virginia,Baylor,Iowa,West Virginia,Iowa
268,0,0.02,0.09,6.0,23.0,Oklahoma,Michigan,Oklahoma State,Baylor,Oklahoma,Baylor,Baylor
268,17,0.02,0.1,6.0,24.0,Gonzaga,Alabama,Illinois,Ohio State,Alabama,Illinois,Illinois
268,9,0.02,0.11,6.0,23.0,Southern California,Michigan,Illinois,Ohio State,Michigan,Illinois,Illinois
268,1,0.02,0.11,6.0,24.0,Kansas,Michigan,Oklahoma State,Baylor,Michigan,Baylor,Baylor
268,18,0.02,0.06,5.0,24.0,Kansas,Texas,Oklahoma State,Baylor,Kansas,Baylor,Kansas
268,12,0.02,0.05,4.0,21.0,Gonzaga,Michigan,Oklahoma State,Purdue,Michigan,Purdue,Michigan
268,24,0.02,0.07,4.0,21.0,Oklahoma,Brigham Young,Illinois,Baylor,Brigham Young,Illinois,Illinois
268,16,0.01,0.05,3.0,15.0,Gonzaga,Michigan,West Virginia,Arkansas,Michigan,Arkansas,Arkansas
268,8,0.01,0.04,2.0,14.0,Missouri,Texas,Houston,Ohio State,Missouri,Houston,Missouri
268,3,0.0,0.01,1.0,7.0,Gonzaga,Texas,Drexel,Baylor,Gonzaga,Drexel,Drexel
268,21,0.0,0.01,0.0,5.0,Eastern Washington,Michigan,Liberty,Texas Tech,Eastern Washington,Liberty,Eastern Washington
269,5,0.11,0.28,24.0,48.0,Iowa,Alabama,Illinois,Baylor,Iowa,Baylor,Baylor
269,18,0.1,0.34,24.0,46.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
269,0,0.08,0.35,23.0,43.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
269,9,0.08,0.38,23.0,42.0,Gonzaga,Alabama,West Virginia,Baylor,Gonzaga,Baylor,Gonzaga
269,20,0.06,0.33,21.0,40.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
269,22,0.09,0.26,20.0,44.0,Iowa,Michigan,Illinois,Baylor,Iowa,Illinois,Illinois
269,3,0.07,0.3,19.0,40.0,Gonzaga,Florida State,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
269,10,0.07,0.27,18.0,40.0,Gonzaga,Alabama,Illinois,Arkansas,Gonzaga,Illinois,Gonzaga
269,14,0.07,0.24,17.0,40.0,Gonzaga,Michigan,Houston,Baylor,Gonzaga,Houston,Gonzaga
269,23,0.06,0.21,14.0,37.0,Kansas,Michigan,Illinois,Baylor,Michigan,Baylor,Baylor
269,4,0.04,0.2,13.0,34.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Illinois
269,13,0.04,0.17,10.0,31.0,Gonzaga,Alabama,West Virginia,Baylor,Gonzaga,Baylor,Gonzaga
269,19,0.03,0.11,8.0,29.0,Virginia,Alabama,Oklahoma State,Baylor,Virginia,Baylor,Virginia
269,24,0.02,0.08,5.0,23.0,Virginia,Florida State,Illinois,Baylor,Florida State,Baylor,Baylor
269,2,0.02,0.07,5.0,24.0,Gonzaga,Texas,Tennessee,Ohio State,Texas,Ohio State,Texas
269,16,0.02,0.08,4.0,21.0,Kansas,Michigan,Oklahoma State,Baylor,Kansas,Baylor,Kansas
269,21,0.02,0.05,4.0,21.0,Iowa,Texas,Houston,Arkansas,Texas,Arkansas,Arkansas
269,17,0.01,0.06,3.0,17.0,Gonzaga,Florida State,Syracuse,Ohio State,Gonzaga,Syracuse,Gonzaga
269,12,0.01,0.06,3.0,17.0,Norfolk State,Michigan,Illinois,Baylor,Norfolk State,Illinois,Illinois
269,1,0.01,0.04,2.0,14.0,Missouri,Alabama,Illinois,Ohio State,Missouri,Illinois,Missouri
269,11,0.0,0.03,2.0,12.0,Kansas,Michigan,Houston,Baylor,Kansas,Baylor,Kansas
